sample_index,shape,init_Mach,init_altitude_m,init_T_inf_K,init_rho_kg_m3,init_mu_Pa_s,init_velocity_m_s,cone_half_angle_deg,nose_radius_m,cone_slant_length_m,base_radius_m,x_sensor_m,T_wall_K,Tw_over_Tinf_init,mass_kg,A_ref_m2,roughness_m,transition_detected,transition_altitude_m,transition_Mach,N_at_transition,Re_x_at_transition,mu_star_at_transition,Re_crit_low_used,Re_crit_high_used
2816,cone,11.79370639644557,75338.94257459082,216.65,3.245549348293459e-05,1.4215474148823518e-05,3479.9940685378792,5.44064806834995,0.045249376265293795,4.395068812812451,0.41860244480000564,2.9473871147608213,723.7838746000724,3.3407979441498843,372.16953556802235,0.5504950188426316,0.00035945963517254625,True,34382.87312128977,11.79370639644557,7.705020443028868,2124258.4140669233,5.4462282008341695e-05,1494159.3817671628,2988318.7635343256
2817,cone,5.4064594840485585,58513.92723081981,216.65,0.0003590434242374814,1.4215474148823518e-05,1595.2955164247358,7.998504696461359,0.027930372774364096,3.7803248303599535,0.5311893999879979,0.7782895814412648,1045.21506715967,4.824440651556289,772.6954292151023,0.8864386275979189,2.595457837463622e-05,False,,,,,,,
2818,cone,11.504045003129374,47054.894693655784,216.65,0.0018453938235930144,1.4215474148823518e-05,3394.523064195378,10.147848739783184,0.044252043539430845,0.9990152729025313,0.17881261910825577,0.9806261431866579,465.7900644513974,2.14996567944333,1543.1541797269986,0.10044913507302297,0.000101342349284727,True,29369.833600738173,11.504045003129374,8.290123563005002,1512450.1795407487,5.080517993361852e-05,1485958.4410399569,2971916.8820799137
2819,cone,9.003830722800167,91502.25541881617,216.65,3.2246519678585976e-06,1.4215474148823518e-05,2656.779510714888,6.199830495572639,0.007288752503736519,18.957918330040886,2.0594322433007206,9.309374184612107,732.5191911534041,3.3811178913150433,1459.42052660848,13.324314917123727,0.0007157694696556259,False,,,,,,,
2820,cone,9.212822509268568,98759.70400390466,216.65,1.1434461695204984e-06,1.4215474148823518e-05,2718.447162327986,9.69109607759427,0.020931396438481173,15.941429813638281,2.7223688424071644,2.1549213616148366,1051.8798444474473,4.85520352849041,461.2776367852022,23.28326085929382,0.0005883396822994825,False,,,,,,,
2821,cone,5.557635154023405,52767.776745421055,216.65,0.00081592462618251,1.4215474148823518e-05,1639.9032433881832,10.339310870088507,0.016864735629777534,45.21691115697032,8.249357536346256,3.4793986324462196,874.0641822583289,4.034452722170916,1302.8244015885466,213.79134835661344,0.0003591883540356351,False,,,,,,,
2822,cone,9.52603520408173,32422.843848687065,216.65,0.01492422433522514,1.4215474148823518e-05,2810.867499370552,10.604637785884941,0.01678100443442748,45.015050236925674,8.428109068895493,9.697952670356544,924.6034228972287,4.267728700194916,510.5862435401558,223.1568215766453,0.000129965729756024,False,,,,,,,
2823,cone,7.199381280165213,77273.46435663447,216.65,2.4618777504049912e-05,1.4215474148823518e-05,2124.336769963036,9.840977769352515,0.016272121528959467,30.671245218434706,5.3204372160324045,8.12975716500286,951.8599914106844,4.39353792481276,1727.3471907784538,88.9292271412465,0.0007862904846757981,False,,,,,,,
2824,cone,7.636240323978457,65672.69265747348,216.65,0.0001291226289479558,1.4215474148823518e-05,2253.2416985879686,13.08587077843643,0.010593833889185549,33.59808327871017,7.809785386254963,4.962437126760583,991.4120114919108,4.57609975302059,1990.1560776260667,191.6143683458975,5.267123538602055e-05,False,,,,,,,
2825,cone,7.24069442401334,62157.27313651112,216.65,0.0002133566873239014,1.4215474148823518e-05,2136.5271273207086,12.976397354311842,0.034933572261733305,43.385919664194766,9.997605408421432,8.391697231124995,714.3791975122523,3.297388403010627,1356.8619624470268,314.00882674685624,0.0007955530484371252,True,42967.7794165144,7.24069442401334,7.653215197238364,1533540.2711101123,3.868344846820483e-05,1496047.5040784501,2992095.0081569003
2826,cone,11.126304573810737,27990.994506017516,216.65,0.028109483816243945,1.4215474148823518e-05,3283.062391079759,10.96405758097285,0.018595193822487283,8.35644357412538,1.6188885711395222,0.7722056594025857,1154.3171389349427,5.328027412577626,1373.1448733875382,8.233486672961599,0.0006750031420195484,False,,,,,,,
2827,cone,6.336847591521857,40819.45517208663,216.65,0.004497266571881825,1.4215474148823518e-05,1869.8271171453596,9.775303430747153,0.03274935206401285,7.1704678422481365,1.235372148194547,0.45888364641008345,1126.8493598698933,5.201243295037587,1973.9736401754303,4.794523861108169,0.00020978318609552544,False,,,,,,,
2828,cone,6.20883908704347,85784.82692175059,216.65,7.298001379670646e-06,1.4215474148823518e-05,1832.0553750540485,11.66720969018219,0.038241911206597784,32.90898735321961,6.795484491526538,7.672511157018609,1136.435173961277,5.245488917430312,1449.568727510709,145.0743802783253,0.0002402368930961293,False,,,,,,,
2829,cone,5.332964935485549,81249.87509434929,216.65,1.394959935968814e-05,1.4215474148823518e-05,1573.6093234272382,5.015556393402967,0.006574929370912938,13.423376821258918,1.178065866909665,0.5128025898017117,969.5288218794238,4.475092646570154,1664.3979115811821,4.360025393544606,0.0008622903404182074,False,,,,,,,
2830,cone,9.897630601866108,95972.0921910588,216.65,1.702805044022862e-06,1.4215474148823518e-05,2920.5149449416363,13.615706633733712,0.048224161492308966,45.56843776104725,11.03738909505765,3.234710316252678,1066.0147760772159,4.920446693178933,499.79042458590817,382.7212515961786,0.0008697248229802446,False,,,,,,,
2831,cone,9.288684734827253,42186.60878583188,216.65,0.0036993684823611772,1.4215474148823518e-05,2740.8319908200597,13.864758435041587,0.027815410397013553,39.465131104825225,9.740875557509796,4.640550272322435,479.8431559325694,2.2148310913111904,1011.2255642743208,298.08894019743326,0.0009085698029547803,True,39638.424362526595,9.288684734827253,8.174045409038136,1587500.2879017126,4.265405350877753e-05,1471461.3573178926,2942922.714635785
2832,cone,11.560415929400058,73278.80772132802,216.65,4.356154207247332e-05,1.4215474148823518e-05,3411.156553487522,13.611733921628522,0.030571053104082275,46.05589628261777,11.152078514379587,5.775254129004753,719.7927798873344,3.3223760899484622,593.2205657255563,390.7162818030628,0.0005629864601993204,False,,,,,,,
2833,cone,9.3779876459213,32034.169771481975,216.65,0.01577632747215413,1.4215474148823518e-05,2767.1827910234724,13.204364492705787,0.02468425274462992,3.4537954952562457,0.8103579904204884,2.749936355796945,629.3859148504907,2.905081536351215,1879.9328066848072,2.0630212919593967,0.0005694158873435107,True,31819.17534348545,9.3779876459213,7.718601799118615,2766432.607465904,4.474917236454259e-05,1467935.3070663952,2935870.6141327904
2834,cone,11.00905537257525,58194.56833582306,216.65,0.0003758033643111982,1.4215474148823518e-05,3248.4654195150547,5.2142854164649135,0.033493936173141545,40.10770317033055,3.6601699340083345,0.47908513404588676,395.6556547433996,1.8262435021620107,954.7229870048993,42.08742652147254,0.00021362515641996848,True,24215.189508865973,11.00905537257525,8.084561397044471,1557817.9114631098,4.815993300960938e-05,1471944.213688904,2943888.427377808
2835,cone,8.866923659795638,41495.346458031,216.65,0.004083334302845299,1.4215474148823518e-05,2616.382052004173,14.626715635270877,0.012048470482343355,24.158125709082707,6.304750504052947,5.234355619558462,674.0605535524908,3.111288038552923,831.049566324373,124.87792759099065,0.0005625378085454086,True,40102.88516749305,8.866923659795638,7.612915988499579,1568480.8267841302,4.350020348091985e-05,1488114.2382426907,2976228.4764853814
2836,cone,9.708975140859739,97666.82640887256,216.65,1.336657411954692e-06,1.4215474148823518e-05,2864.8479762016555,8.315860828828551,0.036180878609194854,1.1552968990962915,0.16886622368610232,0.20831847727780503,1198.098990482108,5.53011304168986,757.4018372386718,0.0895850325099229,0.00016666703807614348,False,,,,,,,
2837,cone,5.533103458181287,58551.490350291984,216.65,0.0003571219000172436,1.4215474148823518e-05,1632.6646236403255,13.1479755350826,0.012229552605712936,8.302760561947611,1.9394429734607337,8.221170686747055,500.10067555739784,2.308334528305552,1630.3965375080716,11.816909277942987,0.0004139693295999684,True,43225.93247336992,5.533103458181287,8.020382597587014,1409872.7987803204,3.0359632939946282e-05,1235514.6073098078,2471029.213685822
2838,cone,11.24246660323806,43923.72627830271,216.65,0.002886378155726565,1.4215474148823518e-05,3317.3385685432104,11.099047000955562,0.015198196683604687,41.1455635969564,8.071727926424243,3.6806599573824066,454.14246744785845,2.0962034038673365,1664.1762640367042,204.6835318228165,0.00028501489499549985,True,38322.71420254599,11.24246660323806,7.786852092594659,1578957.7524526888,4.968171628829689e-05,1478552.5906141656,2957105.1812283313
2839,cone,7.244962402406099,86861.37660363363,216.65,6.2576687735627995e-06,1.4215474148823518e-05,2137.7864887964124,14.575681305585947,0.027798460207066507,8.638808573777998,2.246326066309711,6.939328847120304,643.2283134076201,2.968974444530903,1734.8846660781114,15.85241619944199,0.0008173547607884259,True,41973.28265410484,7.244962402406098,7.715745513213213,1499057.4857582434,3.7742120414010935e-05,1496621.6621394197,2993243.3242788394
2840,cone,10.61492343650886,68827.41690856786,216.65,8.22766765325346e-05,1.4215474148823518e-05,3132.1680695873206,10.393185963949156,0.0484366791756822,13.728610642574129,2.51798388821219,1.085567683787103,1156.892860648888,5.339916273477443,769.8381235459519,19.918460395023207,0.00010998533433771349,False,,,,,,,
2841,cone,5.575714605367213,32474.865773468893,216.65,0.014813723039416776,1.4215474148823518e-05,1645.237985607799,5.094512468215693,0.016896434912307193,29.86462025381688,2.662463293604215,9.924113521847739,337.8522144194747,1.5594378694644575,1881.97648949767,22.269841740626347,3.424219319605461e-05,False,,,,,,,
2842,cone,6.670192132496576,91283.27613504394,216.65,3.3271223868425534e-06,1.4215474148823518e-05,1968.1878009182844,8.721220881078509,0.017449270695349697,1.7091209855109724,0.2621801355216941,0.6349923847404886,708.3471277013734,3.2695459390785757,920.3272010496091,0.21594812616810977,0.0005535395751302563,True,22055.019737326045,6.670192132496576,7.512762079750026,2225370.9869550914,3.68608764044395e-05,1417100.3644680844,2834200.728936169
2843,cone,11.169035214436526,61978.24172051587,216.65,0.00021888386012759552,1.4215474148823518e-05,3295.6710122310697,14.695650272305627,0.043347829705903805,46.94508741149641,12.312003984883782,1.3615776958476529,1118.1958809642624,5.161301089149607,338.07466838083775,476.21971136727245,0.0005362010262946975,False,,,,,,,
2844,cone,10.864712404529584,76610.64704649406,216.65,2.706381652348835e-05,1.4215474148823518e-05,3205.8738324644,7.21082954027513,0.026201252389884983,29.635793740145193,3.749562428780937,9.369423795331295,491.4762893953987,2.2685266069485284,1635.7436471667672,44.1683372636685,0.0001546056184009994,True,45246.556644909244,10.864712404529584,8.60522833209637,1475451.0402820772,4.864258017965993e-05,1467857.5519775196,2935715.1039550393
2845,cone,7.38961594112927,87947.8864703757,216.65,5.358006692109475e-06,1.4215474148823518e-05,2180.4697165984344,12.781002431526577,0.006623128117086102,9.467407242068989,2.147641258978601,5.977228437968761,562.3740780373039,2.5957723426600685,557.2117927899665,14.49016564507215,0.000814900291400243,True,39547.036198088404,7.38961594112927,7.9442345426554235,1894570.7804322059,3.7104895668841194e-05,1516081.4596507237,3032162.9193014475
2846,cone,4.885227850747601,93111.6175790423,216.65,2.5623278134327546e-06,1.4215474148823518e-05,1441.4945880950024,5.6295311294969705,0.024611703481170755,20.88690246192732,2.0588481732409862,2.484998738075051,892.1943772919929,4.1181369826540175,980.561122627111,13.316758242344537,0.0006655725066706832,False,,,,,,,
2847,cone,7.169607355360961,96410.8762127734,216.65,1.599343904542466e-06,1.4215474148823518e-05,2115.551314548688,9.236299973075681,0.013476383071181614,20.35804833158777,3.3105219675565523,1.2445073134217675,703.310121456185,3.2462964295231247,1918.7705909382719,34.43045966642239,0.00039618641950322505,False,,,,,,,
2848,cone,6.018883910487176,83422.74308055865,216.65,1.0227100163522329e-05,1.4215474148823518e-05,1776.0048964781872,5.949648809160283,0.025112026356748234,3.0181690220355346,0.3145409446898894,2.770868838341128,437.26104763156445,2.0182831646968125,749.2196969837158,0.3108166292682561,9.607881474558496e-05,True,36392.471813666525,6.018883910487176,8.582211034525397,1351795.8656909566,3.0814622418327795e-05,1318447.3561320016,2636894.712264003
2849,cone,10.40271171835959,86003.35523372263,216.65,7.0736895006373645e-06,1.4215474148823518e-05,3069.5503058742725,12.496610916869296,0.04627321840853279,28.505316359069464,6.317707538963109,5.643951417471751,976.1218136395829,4.505524180196551,1126.1665502576059,125.39173390557362,0.0008547745287573307,False,,,,,,,
2850,cone,10.75570371240228,46055.56868841227,216.65,0.0021285767568864347,1.4215474148823518e-05,3173.7084054756106,9.967656965591813,0.033478297417401756,20.70644675585944,3.639054389537859,9.014019846943773,1149.4565774545113,5.305592326122831,910.9786616736084,41.60322196957614,1.4170606276660326e-05,False,,,,,,,
2851,cone,10.719219930881186,76689.14088672677,216.65,2.676203413410521e-05,1.4215474148823518e-05,3162.9430583469502,11.93218391694716,0.02290518030466227,25.379134124896673,5.363113097964741,8.118891909365104,1126.325020795466,5.1988230823700246,1714.6561328984574,90.36157326559861,0.0007918300603291855,False,,,,,,,
2852,cone,8.225153621078311,64535.55408504133,216.65,0.00015189825660881273,1.4215474148823518e-05,2427.013599625647,14.182806552077215,0.02544933795669314,14.48549014208982,3.660767695235705,8.098182816133665,327.1450256560101,1.5100162735103166,1288.8004524686457,42.1011746733607,0.0007358654115092308,True,43745.576930128685,8.225153621078311,8.489210732831994,1582577.6929101238,3.677060114193495e-05,1519822.7220968248,3039645.443643957
2853,cone,10.887188082652504,58304.71951390457,216.65,0.0003699360514398082,1.4215474148823518e-05,3212.505778684267,9.728901897583661,0.017666342317261947,19.929714724185846,3.4169963651460273,6.742476705108903,492.2598494486041,2.272143316171724,998.4305988237147,36.680809067549895,0.0009899218840917314,True,42652.44581889664,10.887188082652504,8.211401747273214,1538300.4901544964,4.873582168781719e-05,1468493.8870513092,2936987.7741026185
2854,cone,9.151705748534877,65115.214021569045,216.65,0.00013982650022367266,1.4215474148823518e-05,2700.4133095515936,13.5362783826541,0.02606005460888165,25.602748685436904,6.163824190809474,9.278785590636584,641.5004344970522,2.9609990052944943,490.35062362273214,119.35767723303209,0.0008333798620588301,True,41953.4264836955,9.151705748534877,7.860313168364993,2173196.1254434013,4.40978241987385e-05,1476869.8572553406,2953739.714510681
2855,cone,9.532876160505003,34593.459745194144,216.65,0.010945163857714187,1.4215474148823518e-05,2812.8860749545,12.546990361420544,0.036890563796314405,25.59000906798347,5.695191232409982,9.36511612341312,417.5341176747328,1.9272287914827269,779.3581974087127,101.89819600824964,0.0009356345630619294,False,,,,,,,
2856,cone,10.745265874807338,52491.330920166154,216.65,0.0008487920673850934,1.4215474148823518e-05,3170.6284905025104,7.996796046583203,0.029692780064988395,37.749109780869816,5.30313880790958,0.8572144524942499,333.57165518071656,1.539679922366566,1295.1413331049114,88.3518936628892,0.0005424450230763698,True,28535.555735123882,10.745265874807338,8.706065688560184,1521577.5229885064,4.6452375015493657e-05,1464475.7622985158,2928951.5245970315
2857,cone,6.018446612801457,26215.80578550006,216.65,0.03622340331668994,1.4215474148823518e-05,1775.8758621185605,5.677657184959479,0.030563609754420077,15.23780618558182,1.5149342200688207,1.3134877676038181,819.4600946991233,3.782414468955104,845.8480100349653,7.210035851071206,0.00021967524192907485,False,,,,,,,
2858,cone,5.94003239530737,76389.52953320993,216.65,2.793235985860661e-05,1.4215474148823518e-05,1752.738011930031,8.503202305073716,0.011252357841887148,46.99845032796749,7.026650935951627,8.946122532299727,356.9621884848682,1.6476445348943836,1925.9348706103037,155.11244079677016,0.0002813950062178897,True,45115.96375115754,5.94003239530737,8.36241836643127,1305689.03129958,2.9234551912300135e-05,1305302.6278519542,2610605.255583973
2859,cone,10.47423403134842,30020.498847159426,216.65,0.021034792030546014,1.4215474148823518e-05,3090.654547119777,9.363323142055492,0.017881280368743088,3.5694750850706263,0.588575459908355,0.6674220981269937,805.1728027076671,3.716468048500656,531.13752233158,1.0883138948637923,0.0006849744091580675,False,,,,,,,
2860,cone,5.907204755829348,39322.585588788184,216.65,0.005569516777268626,1.4215474148823518e-05,1743.051490422081,9.321200274337114,0.03280955449109897,9.762929815503423,1.6024505920215788,3.7981492144704276,358.0574307235085,1.652699887946035,1478.5419789815953,8.067132097768539,0.0009709848255346476,True,39058.67561839363,5.907204755829348,7.760614179058718,1313667.1668137533,2.9146601994483015e-05,1299672.7112517185,2599345.4223178467
2861,cone,7.344493579511684,77534.89109760876,216.65,2.3716305032613864e-05,1.4215474148823518e-05,2167.155365239396,5.621116846134772,0.03377899679587475,48.340038633824236,4.757770295511187,1.0795611671297642,957.0871469455835,4.4176651139883845,729.2288762293745,71.11427940940064,0.0002894514527854344,False,,,,,,,
2862,cone,10.967954195018704,25380.004051264932,216.65,0.04081728559158561,1.4215474148823518e-05,3236.3376075025553,12.773985065214783,0.011906373458468341,2.05151233809047,0.46511270655646725,1.530934100269151,460.4124672132586,2.125144090529696,608.5341089611302,0.6796202040528976,6.345823044601279e-06,False,,,,,,,
2863,cone,9.952795125539232,60484.63806108362,216.65,0.0002709442882800011,1.4215474148823518e-05,2936.7924584495227,11.627077913635421,0.041114468155372376,23.56288244111408,4.848371271114288,1.544010116605033,1015.3631350940258,4.686651904426613,1505.1737689680767,73.84848854174045,9.626102770636394e-05,False,,,,,,,
2864,cone,7.310761005285178,35659.2230658655,216.65,0.009399399449844517,1.4215474148823518e-05,2157.201822707581,14.56773455650796,0.005683279868157567,26.649034488264306,6.925530569699315,1.5799902190331665,362.58746182832954,1.673609332233231,1397.3695490990483,150.6801257317723,0.0008401805616340902,True,32069.368394805217,7.310761005285177,8.482395283890707,1574636.7491631787,3.3977147158556415e-05,1505473.3466530214,3010946.693306043
2865,cone,4.8849429841210465,45049.705149326735,216.65,0.0024575093026060453,1.4215474148823518e-05,1441.4105318927018,11.649865101255337,0.04325134681487816,36.79300407177791,7.58589563674191,7.561650564578275,416.4837413207041,1.9223805276746093,1878.2297219915963,180.78550214526877,1.2239023312042605e-05,True,44142.6641060517,4.8849429841210465,8.043006410952342,1127180.106513203,2.7050846066126047e-05,1105068.4022010327,2210136.8046321794
2866,cone,10.080079890438004,59072.837913564,216.65,0.00033149043542717016,1.4215474148823518e-05,2974.3506451614167,6.382825096006453,0.04440092199810568,17.299625142595247,1.93521308965971,5.916983158001681,878.9780592879591,4.057133899321298,1930.3908072184347,11.765420632357946,0.0006535304233663177,False,,,,,,,
2867,cone,9.956584988913573,71324.8019974404,216.65,5.758823960849844e-05,1.4215474148823518e-05,2937.9107415082944,12.239733633707171,0.013864010815772505,31.019846184897624,6.729248828155237,4.494001582267026,1119.675315340176,5.16812977309105,433.85017930253224,142.26007974217475,0.0005056300887072339,False,,,,,,,
2868,cone,7.347513872773558,74601.93531212283,216.65,3.6058999475789254e-05,1.4215474148823518e-05,2168.046569605797,13.11082573762793,0.017840547648174155,19.39127033090234,4.516352417503775,8.115315867995612,325.33197061238,1.5016476834174013,775.4369481313635,64.08044501424881,0.0007343757072498772,True,43559.51927620595,7.347513872773558,8.539935866002171,1594526.58140081,3.354993293788456e-05,1510417.5973474507,3020835.1946949014
2869,cone,8.583890839424562,83535.35410937705,216.65,1.0063890162248627e-05,1.4215474148823518e-05,2532.866954800317,12.557205066861844,0.008316281920954998,12.274047005315545,2.733950471316955,0.0698561854728044,866.2919184330585,3.998577975689169,502.7053370236243,23.481787729641756,0.00047398995455926607,False,,,,,,,
2870,cone,6.60087019020589,57069.34798654671,216.65,0.0004413383450066898,1.4215474148823518e-05,1947.732827741759,6.857677381245529,0.024966750723210755,33.280449903002165,4.002435945042296,6.237911343088584,1088.1222171243417,5.022488885872797,887.1766027166402,50.32672307550333,0.0007457406595122419,False,,,,,,,
2871,cone,6.6789744559874435,44773.14947375941,216.65,0.0025565439122034192,1.4215474148823518e-05,1970.7792198182335,10.179022879611345,0.011044937555811426,34.243970756929194,6.148520410376365,1.2953137682630547,901.8866662493521,4.162874065309725,1105.8548992394967,118.76572132285804,0.00017422247594415946,False,,,,,,,
2872,cone,9.798239227280854,89683.01226296187,216.65,4.181696004250218e-06,1.4215474148823518e-05,2891.187320326125,11.280285211708982,0.030417263891102508,36.38876990256794,7.258173751177956,3.8229132630107077,749.3810880718172,3.4589480178713004,1020.6289228952912,165.50251339624072,0.0006929079205586228,False,,,,,,,
2873,cone,11.836466174724407,28611.459268781546,216.65,0.025725152209716357,1.4215474148823518e-05,3492.6112873985417,12.455028131905577,0.047086391190705894,19.099983286773174,4.218638550052328,6.336579643462679,1063.48243939845,4.908758086307177,1778.6407926747274,55.91064553273645,0.0008981134054317717,False,,,,,,,
2874,cone,5.519866732044012,77196.01260388203,216.65,2.48926853941341e-05,1.4215474148823518e-05,1628.75883466304,13.620914443651095,0.005975979360207449,26.247455559597984,6.360070438806657,5.685797186208248,773.6717974926123,3.57106760901275,485.0574529609539,127.07898102551037,9.22348573983926e-05,False,,,,,,,
2875,cone,4.6394901721675375,85758.5073267157,216.65,7.325493093892682e-06,1.4215474148823518e-05,1368.9842478229552,11.894768192056407,0.008806091164388533,35.49342872058898,7.476253732794243,4.129573665107819,433.0014199293091,1.9986218321223592,1147.8478831605407,175.59734178299036,0.0005732568659083313,True,39713.671178143515,4.6394901721675375,8.072540280032849,1116634.4870598193,2.6665294789846965e-05,1055276.4355730624,2110552.871867144
2876,cone,5.765395104224503,52219.331885144406,216.65,0.0008824227473632678,1.4215474148823518e-05,1701.2074144499154,6.584266392138427,0.03254793347879656,30.105202275856456,3.4749133546480016,9.38618453631429,1014.9613604388942,4.6847974172116045,1102.9524561941612,37.93480299050141,1.1676742229903007e-05,False,,,,,,,
2877,cone,8.707759699855295,80103.63891173048,216.65,1.6431476830234554e-05,1.4215474148823518e-05,2569.4172033045033,5.234242601922839,0.04371735954623227,6.588092027361681,0.6035335172633203,1.8682321360386673,1117.4075847462498,5.157662519022616,1463.5186863433416,1.144333626665672,0.0004309000825372773,False,,,,,,,
2878,cone,10.501971043027496,50502.760953335484,216.65,0.0011276551479425115,1.4215474148823518e-05,3098.838966239388,6.836784503462928,0.03312535343912894,37.2414689547626,4.465027560461343,5.678432710266862,1090.2219259853384,5.032180595362743,1438.9897575798684,62.63227119552343,0.00042471836897323145,False,,,,,,,
2879,cone,7.433023381632681,26786.135768293618,216.65,0.03338910664975149,1.4215474148823518e-05,2193.2780425313076,8.650049584456415,0.01644861786225945,49.62764458313594,7.54982423382584,3.7233155633448782,803.1415236401255,3.7070921931231267,483.21201106987047,179.07029732891323,0.0003750409052525597,False,,,,,,,
2880,cone,11.526979367104364,54740.04802069487,216.65,0.0006155824799863332,1.4215474148823518e-05,3401.290355826676,14.467858682570656,0.033121532550890634,26.68597384592891,6.885493083468341,5.654095403414976,1138.154631506431,5.253425485836285,342.264066750344,148.9429548384056,0.00021768866321475518,False,,,,,,,
2881,cone,9.309210014312368,25662.656723612938,216.65,0.03920195840880119,1.4215474148823518e-05,2746.888428759265,14.24696489524883,0.03400280496261661,38.373049625682086,9.743349302012726,0.23810522613203294,883.4373606556622,4.077716873554868,1002.2405408778553,298.2403618033342,0.0002660121557951143,False,,,,,,,
2882,cone,4.62935050943933,41665.471079113544,216.65,0.003985291139649097,1.4215474148823518e-05,1365.992315942934,14.434385714600522,0.011365717395364038,28.691191824208357,7.385002795159502,1.3376921248511475,901.944196650747,4.163139610665807,1723.9374219373788,171.337016698952,8.930847390024681e-05,True,29081.93954515308,4.62935050943933,7.526160416555349,1281580.362920263,3.429469665278477e-05,1053219.5279981864,2106439.0567376716
2883,cone,5.195876412204679,95871.47269741126,216.65,1.7274582880802041e-06,1.4215474148823518e-05,1533.1583208462494,9.04361426148339,0.00848438595051513,3.2882612135535356,0.523375578228041,1.370501823957881,842.2672628040197,3.88768641958929,1556.4119580129234,0.8605513299306543,0.0001996977598924774,False,,,,,,,
2884,cone,7.208186187090975,76989.20990834913,216.65,2.5639067008393303e-05,1.4215474148823518e-05,2126.9348526052254,8.277752751658118,0.04318865699877028,29.650501172098537,4.313783047822851,9.286045763026122,1083.3721378726927,5.000563756624476,243.29491623621317,58.46103118813977,0.0007723387917936008,False,,,,,,,
2885,cone,5.43568330911238,72931.86604468292,216.65,4.577498648053704e-05,1.4215474148823518e-05,1603.918652736891,8.288144597177622,0.043758593403270825,35.29077610575234,5.140910053694235,8.369466798109642,346.2515967183897,1.5982072315642266,364.06571312499057,83.02901457768264,0.0004006482165297406,True,44542.280604470776,5.43568330911238,8.053487755784763,1292648.2414716296,2.743952620565166e-05,1216790.2588968123,2433580.5169222583
2886,cone,11.120445595488754,73666.24586532188,216.65,4.1215994303298975e-05,1.4215474148823518e-05,3281.3335698659002,9.708565686787896,0.03164543748692973,4.253558462362764,0.7277285643571614,1.333811067611707,768.1770368039212,3.54570522411226,729.6619237389023,1.6637524826217711,0.0006289417136885266,False,,,,,,,
2887,cone,9.500528171529844,66483.70178136961,216.65,0.00011499677891601327,1.4215474148823518e-05,2803.3410849421484,11.456699398350882,0.04462795813263429,30.717221241029655,6.225317931377331,1.1662134733039498,394.1544928527264,1.8193145296687117,277.4796275315279,121.75111433501444,0.0007808826110118832,True,30341.55517539016,9.500528171529844,7.866359279095884,1549389.6144504037,4.239479891152429e-05,1463096.8975918645,2926193.795183729
2888,cone,5.5199369800925036,46679.73365922908,216.65,0.001946994969612185,1.4215474148823518e-05,1628.779562904346,7.7620452826981605,0.037414171085963475,25.100980322704906,3.421468362762806,1.326808082274351,759.6642118843592,3.506412240407843,920.1710684367318,36.77688399105376,0.0003521550148042267,True,29762.246292797066,5.5199369800925036,7.932748725863788,1372991.2552778113,3.435289910547011e-05,1233256.5657711127,2466513.1305820993
2889,cone,9.63205004613631,48555.58523205486,216.65,0.0014893031806986518,1.4215474148823518e-05,2842.1495246410905,5.605983128882,0.021069137773257775,2.9695333878355914,0.29147837326189535,1.905312047972935,314.11675473195936,1.4498811665449312,957.7973456891066,0.2669085874082638,0.00028737705367509135,True,34217.02315010577,9.63205004613631,8.505733161285614,1492280.1923668897,4.1912139827135515e-05,1457903.8671144466,2915807.734228893
2890,cone,10.309674365404106,38892.572957011835,216.65,0.005922381637433187,1.4215474148823518e-05,3042.097575955955,14.196311586171092,0.023431557644890518,5.291120818018193,1.3384969776471516,3.661215462201934,842.8678902279579,3.8904587594182223,1998.226827680553,5.62839621681154,0.000507824618014242,False,,,,,,,
2891,cone,8.62396216760838,98032.60631331214,216.65,1.2686048544610352e-06,1.4215474148823518e-05,2544.6908869646913,14.510770852381635,0.02422233362470954,14.626413204335426,3.7855812663656874,2.837992405296141,292.52899852050655,1.350237703764166,1861.2437029003675,45.020987868357956,0.00013613572761556156,True,36844.46948688241,8.62396216760838,9.015223328880671,1516589.7798527086,3.778706013530571e-05,1497707.368188128,2995414.736376256
2892,cone,11.567802713860036,98602.68177113427,216.65,1.1693855100099947e-06,1.4215474148823518e-05,3413.336187712946,6.056238005415429,0.016648764499308404,16.517335607924608,1.7524351193876553,7.953178663646398,364.9392438117929,1.6844645456348621,1968.9843270984031,9.647921666781118,7.305282053524957e-05,True,43676.355683858135,11.567802713860036,8.389878389496012,1623319.0101123664,5.000535811597673e-05,1487763.559770549,2975527.119541098
2893,cone,7.5904589494608405,37536.08896313974,216.65,0.007188784472037941,1.4215474148823518e-05,2239.732890888734,13.36566804006503,0.042320473179682336,36.8421386664441,8.753709854957807,5.205847906757542,905.7126129112337,4.180533639101009,1190.0867138969475,240.73219070720629,0.0005632225903222233,False,,,,,,,
2894,cone,10.9024766631731,56379.57451928868,216.65,0.0004870422477130937,1.4215474148823518e-05,3217.017012705158,12.254400774194034,0.011841220987893197,34.10269769460609,7.407164382525868,2.0272826594191247,987.8487632700902,4.559652726840943,1966.9819508678386,172.36688702178853,0.00026936743176773236,False,,,,,,,
