sample_index,init_Mach,init_altitude_m,init_velocity_m_s,cone_half_angle_deg,nose_radius_m,x_sensor_m,T_wall_K,mass_kg,A_ref_m2,roughness_m,transition_detected,transition_altitude_m,transition_Mach,N_at_transition,Re_x_at_transition
8765,6.568141372643076,44602.91929868847,1938.0754658268331,8.065847460461544,0.02048536668826907,6.642979954170809,1199.4421261646692,1792.9174495820853,0.0013183701373024274,0.00045477174262646057,True,3362.0290928659597,5.924324735879401,7.50566822663868,259103649.45064056
8766,5.2694794849623054,50950.0490240131,1554.8765363090233,11.171827951534745,0.013209832868288973,1.8419186041453859,336.8136714889528,1465.1585753802435,0.0005482069265903113,2.612866265878032e-05,True,50950.0490240131,5.2694794849623054,8.25701025582838,113246.98807144699
8767,13.970974944012912,39769.904309634585,4122.445336735635,11.311294812955573,0.040098237302407226,8.132912404825063,734.7577181133187,1387.87965199023,0.005051268290899976,0.00022883846888443563,True,35972.77776750867,13.970974944012912,7.69975155885021,4804924.528132753
8768,5.4718806568226706,95225.27662756297,1614.599481230856,14.181049428031994,0.012978833797066828,1.6241235957025528,566.9791459597326,1991.2917799896627,0.0005292016806371569,0.00042057025409691603,True,94746.75764953501,5.4718806568226706,7.779839512682421,170.13960191719528
8769,15.105062799239501,91655.76033340747,4457.083055932953,12.409653593207334,0.04299818896921382,6.327450468967343,649.1995868125439,229.59233022926736,0.005808315527984283,0.00023568355753589363,True,90274.01520275309,15.105062799239501,7.618800535502692,1632.885977980945
8770,8.702696416175637,68584.91152080949,2567.92316940369,6.354986066104224,0.03393102991215175,4.5092271557417085,510.8639243168675,611.0509211241015,0.003616962089058626,0.0006617871180678791,True,67206.32033446156,8.702696416175637,7.787976042626949,29343.773488881136
8771,17.35235314951861,88185.22776461072,5120.195806612476,12.366214571224578,0.03595548698840619,6.388669168013952,505.1536691848969,936.4774419557275,0.004061441697814538,5.667398892951794e-05,True,87742.08591654735,17.35235314951861,7.676284362233391,2433.5719095853606
8772,19.574523671047906,48285.967092681596,5775.896395914268,12.844722799084355,0.029223113607221105,6.033596158010638,955.171118008297,1045.712053843557,0.002682889869174409,0.0009712634036174395,True,26448.092528152232,19.574523671047906,7.513534247974067,14211033.251039019
8773,19.589389256624923,69486.25575379172,5780.282815916123,6.060874227603019,0.01659352246524299,7.310654263423203,478.25118781585275,1160.7670340080472,0.0008650217908894631,0.00025923010520762115,True,69486.25575379172,19.589389256624923,7.526854018827771,38127.926896925914
8774,7.943125197249928,71040.16377937699,2343.7948718491393,8.103703971577804,0.027410659305305764,9.935533246442452,1064.0150394056,1632.7980839385452,0.0023604175558585155,0.00047233832259455246,False,,,,
8775,9.668332605171711,67015.12274554383,2852.8554966222673,7.553773718732042,0.03530986091283527,0.4047103546445753,591.9080805558219,1751.9450158828822,0.003916894610567902,0.0007795087919932747,True,67015.12274554383,9.668332605171711,7.748910447035312,2713.760306189677
8776,10.763542049625276,27476.415316065923,3176.0212803366844,10.714806808089179,0.020623002577458006,6.992649870190878,886.8180819623241,967.3884493467975,0.001336145227560631,0.0005510279893744222,True,24024.60434671091,10.763542049625276,7.526009861814693,21007069.991067283
8777,18.859012607653323,37182.668491521894,5564.769022306187,7.463384046077184,0.020855127683301368,6.046844269666524,951.6571896296908,571.6708936668809,0.0013663928440968145,0.0002478352554138201,True,5792.274991141603,17.53857273481727,7.541956264285025,272569108.82418543
8778,11.051621704050499,25708.41606594838,3261.025557615315,11.719372072295533,0.014059562349403944,6.478023648113412,912.5383989770644,327.193229622889,0.0006210026833494026,0.0005633612521099858,True,7622.093205482182,10.530871622064671,7.53038731661315,215306333.05527335
8779,14.219158046997864,35079.697511234015,4195.677253595906,6.347951653810769,0.027706883082579795,1.188124296466699,1064.619410900953,1767.0274661346878,0.0024117107368399372,5.653584701330756e-05,True,1586.5189829201336,12.556184770524803,7.732498434474428,78254515.94451919
8780,18.3549647864117,43599.134751086196,5416.038558004571,10.02043150839175,0.006918669384159837,5.902901824667944,748.5537786904802,567.5013609439425,0.0001503817133083699,0.0007190699316326765,True,30672.758116342047,18.3549647864117,7.846346564440423,7674997.362552288
8781,8.482352968109897,36348.16331072382,2502.9059588225396,6.398410001895525,0.010434588417729086,5.708373988180936,495.84459296254295,1591.1011644979444,0.00034205860443975905,0.00010625473203694575,True,36348.16331072382,8.482352968109897,8.328761630939674,3046032.534224007
8782,18.34411201676876,43953.932492282474,5412.836208148209,13.950010711467515,0.007884733912323433,0.8177891513202404,872.9770065115143,760.4436221924469,0.00019530976437297042,0.0004319749581192094,True,19657.78890358362,18.34411201676876,7.509661390562593,5102977.281314599
8783,8.329407959679898,33051.21838266378,2457.7761493922076,9.255533111198886,0.0472956498996233,2.9964300069938616,1000.8053749631293,383.3041870711444,0.007027361060775141,0.0005245172784003357,True,996.5191472159931,7.3050157945645315,7.521033398787624,176862182.63765138
8784,10.817007989625658,87134.37664119617,3191.7975891420497,5.903601372555718,0.03560711081208881,4.103576966779297,359.51766245630785,476.6711112928177,0.003983119580685319,0.0009620203047283147,True,87134.37664119617,10.817007989625658,8.194382924442372,1676.4265889144694
8785,14.30750457333741,77966.74972502491,4221.745851312584,6.7788228272511875,0.023644584482510812,1.0186822969925822,917.6782073853856,1202.7243878459924,0.0017563588176704907,0.000841461692832779,True,7444.061531535044,13.600397904406384,7.588538648883821,36686371.11641381
8786,17.432726163513045,90422.43251979438,5143.911643056857,10.397792316398455,0.009009392317549127,3.88379669626107,542.8805738345768,285.4611177840914,0.0002550004051229704,0.0007384547620009996,True,87696.12802171013,17.432726163513045,7.518106899639915,1484.2608851462926
8787,17.705347713793024,99352.35499591976,5224.354664617565,13.445411824949879,0.044705490746942675,8.415174826846085,858.4379736966148,406.9056905526886,0.006278727082233964,0.00022759734996878375,True,47928.77426938842,17.705347713793024,7.765976495249855,917833.7696974943
8788,5.071750600330581,87124.4516269568,1496.5322531323288,8.49961085591342,0.03909131147139779,7.362095833724648,528.3138167713116,705.4189564347502,0.004800763968956657,4.938646868233745e-05,True,87124.4516269568,5.071750600330581,8.223747851590376,2249.7329673093295
8789,13.489143731608095,46272.074049047114,3980.27037452778,6.584987855320962,0.04407753802248912,5.721277721719247,732.3025835890786,1658.524866152802,0.00610357843866085,0.00016684904891763551,True,36738.63165703238,13.489143731608095,7.833686078133039,3014114.3149995934
8790,16.395996722966153,48563.764078215005,4838.001678665246,7.0517569389683,0.013495431943740553,3.1618785124294475,1176.9184363328154,546.2011195458974,0.0005721678504291689,0.0008259957514422251,False,,,,
8791,7.840241107829687,40990.9826223752,2313.4366444273287,10.757819694149967,0.04130834146380143,5.998131591244805,316.73472332632684,457.9793286056909,0.0053607479646571865,8.099331606432052e-05,True,40990.9826223752,7.840241107829687,8.204721350380927,1729613.6642392504
8792,14.504707191380493,88185.58171760163,4279.934847885951,9.791293510129957,0.014597815692850607,4.594913253463957,598.2421271492074,1183.591856817236,0.0006694615286921834,4.5835684747254724e-05,True,86413.00721071516,14.504707191380493,7.765708169502267,2062.082128327385
8793,19.950510611146612,52507.97615837791,5886.839663230601,12.927981281846744,0.017244266125202353,5.7688699516448585,1096.9579557827951,1462.859256326182,0.0009341988015574996,0.0006579991130348398,False,,,,
8794,17.95358067422189,72686.94979530523,5297.601293020015,11.077488882605207,0.03921571908304692,4.957858461595473,892.578828261677,969.3754147194102,0.004831369335203398,4.068968382104226e-05,True,31412.45066530779,17.95358067422189,7.565410501676804,5716752.433398898
8795,5.668458660223621,95293.95856510698,1672.6041714312582,12.460208304753044,0.015356401726202947,2.7021410102824164,537.6897978130809,1594.0487601175034,0.000740847470381011,0.00038845709939175105,True,93857.36622492949,5.668458660223621,7.759353105053053,331.92759384043904
8796,13.609287328003044,78125.19125684201,4015.7214014376273,13.410000977014334,0.027885241133399585,9.631739739327324,900.0700293801842,790.0891512846855,0.002442860579639255,0.0005178832224034728,True,55355.035011129265,13.609287328003044,7.593068743468234,347543.71980269114
8797,19.804042745656474,75178.62389175867,5843.621078164697,7.338294341476514,0.0274307634263322,4.895819982127097,397.12207034901695,1851.3263029551729,0.002363881283024131,0.00047481532338642914,True,75178.62389175867,19.804042745656474,8.52139147385195,11397.96379150481
8798,12.997056211712033,63102.14638272048,3835.0690618212066,13.86831197622876,0.008623647543862141,0.6759847537612477,759.7290503133083,800.6680232811616,0.00023363175379925269,8.860612487711067e-05,True,61833.7615308065,12.997056211712033,7.501704793205766,9775.589313642742
8799,15.48174794122367,62087.66618685909,4568.232343166891,10.532691253027107,0.03921049789763289,0.7695455246633809,386.88267741855174,893.9437994289061,0.004830082922691722,0.0002665539117290754,True,62087.66618685909,15.481747941223672,8.31013987838457,11518.259257854603
8800,7.820092154057771,48134.71718558387,2307.49124971794,6.534776319660373,0.008621780373571164,4.644717095555441,620.9867274616657,987.3721550883943,0.00023353059404248656,4.972210126434627e-05,True,48134.71718558387,7.820092154057771,8.163356677979376,431180.6507950253
8801,11.318472008182965,42921.7373961313,3339.7656452817664,8.64412131137458,0.03896495836285066,1.9996786481240643,346.0457151222196,981.8605794773501,0.004769779532835636,0.0008232672904585546,True,42921.7373961313,11.318472008182965,8.515685660663157,455528.7672178871
8802,11.54865318272547,27395.611872146917,3407.685694770061,5.913312793144314,0.008970718363594624,9.56087559166336,458.5525785757882,346.0871867155017,0.00025281586105832917,0.000864629103971519,True,27257.945480829596,11.54865318272547,7.608074595444032,19978174.904980164
8803,19.092296930945956,97083.16461552156,5633.6047245062955,5.545368809053816,0.026932439219791736,2.263070316197151,585.275266769602,1471.436654711714,0.0022787739677961453,0.0003402634998286671,True,97083.16461552156,19.092296930945956,7.987713055229049,226.76611163761842
8804,14.617474757798876,92583.32189077846,4313.209413918703,14.555547883787524,0.012480393518202099,2.0223391312553622,683.8895101828475,1783.755029289342,0.0004893351703165315,0.0006217246736887483,True,91652.83624363496,14.617474757798874,7.85059789632864,425.04903015241246
8805,7.800030170758345,52668.90535525645,2301.571517571127,6.678927455731766,0.016938470549259493,8.400968743161396,714.2247383074116,1758.5415796206646,0.0009013599545647465,0.0003928724572795961,True,52404.23748914964,7.800030170758344,7.717238540104924,410797.8096420772
8806,5.412686022284136,89614.81571078062,1597.1327943252495,11.599299349365936,0.04896375821126974,8.84754110436094,767.8031209043506,1447.1530227153924,0.00753181010779982,0.0007073960384302802,True,88714.16429660191,5.412686022284136,7.70289185711539,1984.6761038971406
8807,6.084410283940725,69423.26192184052,1795.3399030728801,13.243924762262347,0.04705589196455066,7.341603116810066,847.4292451368138,863.1212153345958,0.006956293425649246,0.0003673464970117257,True,55817.698027610466,6.084410283940725,7.5725159885059945,187431.9657333648
8808,7.337755349940255,52404.83262263666,2165.167101486443,5.473119627557651,0.04190722619615928,0.238593667790476,942.3479260927293,500.9846118097383,0.00551731405050369,0.0008454768985650935,True,4213.453879206965,6.6883649900807765,7.690384950489042,9749408.357126603
8809,16.505572977572495,90058.36221473193,4870.334577523708,10.681051970156924,0.044039080107347965,5.983784670974378,1053.366841607701,1083.6555958423137,0.006092932267839105,0.0008165540931687715,False,,,,
8810,5.7916075280970345,58379.16536115391,1708.941970197878,13.322161161991884,0.03368909896966051,2.8602527353450222,1136.3921060505281,1856.2654335409889,0.0035655675134521675,0.00014117946946070066,False,,,,
8811,12.380371259181686,29149.72683354371,3653.10251925839,13.06281705313652,0.019702708389991105,6.333146361710844,953.2328902748136,1817.8172168855026,0.0012195559571055322,0.0003908774192202386,True,4980.355338394402,11.394143491205392,7.621442730531427,288894858.656618
8812,8.526011831809933,81661.81131508245,2515.788472733605,8.532446023198428,0.030242813912339656,5.069447123781587,780.2034181220642,963.7647081546748,0.0028733879563146935,0.0005980895743270417,True,74275.31581924585,8.526011831809933,7.721379124225617,11046.080784639178
8813,15.819752330179487,94842.99582634245,4667.9680182096845,12.310422436304622,0.008119658875569383,6.055261462112906,867.883164591127,745.1454557785949,0.00020712162303858082,0.0006734729831482634,True,41464.02330096379,15.819752330179487,7.993100389148658,1637174.0363695794
8814,5.561397758129837,60695.77964816521,1641.0134829967074,14.7762139769466,0.0334596688712943,6.115699754886074,714.5065195102411,1677.4292810017967,0.003517168299102837,0.0003348267577353894,True,50325.64644194603,5.561397758129837,7.523343127353009,343479.60805334477
8815,18.914344296922046,26825.522808229358,5581.095861722452,13.85552731937363,0.009731607894365515,7.961906838491409,677.7776887157918,1501.8456461281821,0.00029752199451007767,0.0008804068334870809,True,26555.919563925545,18.914344296922046,7.642824926002747,18796217.16617035
8816,19.44997321396031,62967.390640916194,5739.145027232651,9.084205642196512,0.02777227625801051,6.094646597326399,742.2479464853216,675.2852490979394,0.0024231083042953604,0.0002005014867371798,True,62334.55254402256,19.44997321396031,7.530620536573632,86504.72081632646
8817,17.485327924124647,50918.52019321053,5159.432956609159,13.772965447922457,0.02790780274486045,4.206928700855147,898.8420765871746,314.102345943658,0.0024468151567128477,0.0008184530048568365,True,27634.171763149432,17.485327924124647,7.65518058818095,8290560.587027815
8818,19.719799070238544,73810.7778424827,5818.76311740907,10.593511494161904,0.039084907367867225,4.520822457706942,754.9134534926518,1880.5098716255766,0.004799191134995773,0.00016861310273622577,True,60458.07431318935,19.719799070238544,7.51731560240718,83911.00433640683
8819,16.48338350667551,32328.83741421242,4863.7870830796555,6.088897557022418,0.029693542652259545,6.464249190871878,1000.7531319746167,289.369812611054,0.0027699625852414256,6.687207755912346e-05,True,5685.97642963535,15.308179286563366,7.803209738038429,288018927.1838483
8820,6.837389465089338,51059.40498173394,2017.523073998639,9.833401008974011,0.02011923408488496,9.862467306163062,1061.8094921832949,752.3188429530536,0.0012716651217319606,0.00012145447078294184,True,256.57992453132465,5.9459440804867,7.536998830781833,555554607.3515735
8821,18.91374171566246,64021.77509405802,5580.918056786609,9.882448573748082,0.03520006219882167,1.7464021288880929,941.8459369652783,1522.6876049040986,0.0038925727179126815,0.0007229533769782967,True,19946.482692621088,18.91374171566246,7.520203087491274,10392235.078392502
8822,14.237088050883967,38932.564086905724,4200.967898035834,9.403984547776906,0.022416760898552913,1.4179951386228535,846.5145718982329,1114.6722980018083,0.0015786853974517877,0.0009069250417956116,True,23281.282041918497,14.237088050883965,7.580967796178833,5076202.703769388
8823,5.920614423943923,88253.61572245782,1747.0083097569975,6.159989429430503,0.01577817862487196,0.9158438866640333,1061.2753979801114,1861.3216665814177,0.0007821023836332349,0.0003639557095427455,True,4878.340567573046,5.4419252948333146,7.614602944322126,29786523.651106104
8824,12.590110701327035,86282.6659634494,3714.9907832246895,14.5349878072889,0.04205646700046229,1.787052036463635,602.0742321164436,1419.1048369715631,0.0055566807483312265,0.00010698929803706938,True,85849.08472745217,12.590110701327035,7.979466742736442,852.8969639800561
8825,19.944082771319923,36145.90680802631,5884.9429868408,14.518196439858176,0.037885066984528835,3.6403754902273806,930.4438686992935,1382.7646326577144,0.004509059764463343,0.0007751644755668334,True,9445.161577976727,19.494566857422353,7.780577114932553,108443667.60061312
8826,11.192944901950515,57450.28619293765,3302.726094656587,8.085825592648575,0.03347866436495819,0.6585394343287579,312.3804085477858,1995.9919231789816,0.003521162917994838,0.000725486877345468,True,57450.28619293765,11.192944901950515,7.767792356115231,18949.425994742294
8827,13.812254880901207,86561.09717872893,4075.611469618749,11.50493531633026,0.02774609270748817,6.211163074297296,622.2293717134625,258.63697432025214,0.002418541471526972,0.0008773481776274101,True,85256.1560152305,13.812254880901207,7.573658672501849,3258.2581158040703
8828,6.370095854007274,58686.27235907056,1879.6377527800837,14.752359127239913,0.028749683709908873,6.0035373499704425,404.28255515090746,314.25878837204255,0.002596665542906062,0.0003601437511230549,True,58391.366467818945,6.370095854007274,7.532434483476155,131248.32685282177
8829,6.167119214252485,63198.52800034601,1819.745003320821,8.98320836512291,0.04713673529835999,8.33289261778109,694.6825897573152,1646.68507134575,0.006980216169926805,0.0007876959551669611,True,61293.04474405417,6.167119214252485,7.546429455972111,104018.58915043906
8830,7.481391695869267,90730.78427442971,2207.5501840439383,5.048260786248997,0.010538715327797626,9.49914502274135,689.3617814317441,1371.4721729287971,0.00034891948249520747,0.00022833434610820241,True,83435.84684532983,7.481391695869266,7.617090369792843,5473.254429800848
8831,19.316306736558946,58942.793898528354,5699.703775018735,8.883883151628861,0.03578740691128527,6.92166402525369,1083.9241287349123,989.4364129135315,0.004023558642141627,0.0006020525163545247,False,,,,
8832,16.713772805199692,47186.39491094371,4931.7685441545555,9.001595994495299,0.04788935808195163,3.0196361828224267,756.4603475990966,1454.3993392993384,0.007204899115754114,0.0009413638585421368,True,46949.277348577154,16.713772805199692,7.587634627828393,379855.85863368027
8833,13.568542691463145,41205.6780545901,4003.6987947423895,8.19181992390931,0.012292408017836258,4.6195896887469825,610.671484755154,1684.0860833864986,0.00047470500111868584,0.00017247225881051074,True,40998.614345773065,13.568542691463145,7.607776319821157,1348819.9635983123
8834,16.311884794126584,29161.60171659341,4813.182592653134,7.0431279383609,0.04396702990147085,1.2885005171296584,1052.4209474402055,1657.9232997001222,0.0060730118738463205,0.00014137299231294897,True,3516.9770914484507,14.740877587120325,7.529380279741895,71849340.43489338
8835,7.867846141639438,68537.5283815269,2321.582120555908,6.499785441644656,0.0218132463573183,4.906185728460897,1130.9925300173732,434.76566253295334,0.0014948254430599908,0.0002162503543796338,True,3444.09690359432,7.10374959089515,7.568605410276291,213925129.10843724
8836,6.5388621558727955,27820.743693162865,1929.4359849658613,6.032202859588299,0.04597549320159785,7.786653670733866,813.2427246604335,965.0253894393201,0.006640528827023935,0.000343339273875237,True,25444.097247013273,6.5388621558727955,7.569934036463242,16027628.12317051
8837,13.234876420809906,52116.16945374954,3905.243177507897,12.980260318630608,0.015539515333738672,8.195326900236097,1056.8956499211786,899.8668523926892,0.0007586209140487451,0.0006964562586480945,False,,,,
8838,10.255139481431922,45115.04185206238,3026.00585157584,13.290564656397217,0.011409640363218888,8.196801587009121,623.6457700763391,419.85316149507935,0.00040897219617875256,0.00013538387018817931,True,43528.08058088431,10.255139481431922,7.7682532595774845,1584214.49804081
8839,11.795805405717998,82050.77374750437,3480.613427675059,8.089752992209966,0.013535279061162635,1.9738938426418295,511.514316360464,1615.6671184801278,0.0005755516470442474,0.00017013052678043982,True,81638.45830153702,11.795805405717998,7.584732510311702,1730.689856631204
8840,14.405635707597419,60732.69781093075,4250.701614130848,11.176781261674188,0.0414002877234359,5.7833751140258105,312.923323549271,666.9000380584271,0.0053846389885409685,0.00029642454496387144,True,60732.69781093075,14.405635707597417,8.035011505253834,105709.28868220905
8841,13.457765742784623,76110.51658496243,3971.011604526414,12.38402826064182,0.01577527932501399,2.197280901064701,609.6832851861943,1195.7212124202993,0.0007818149815130894,0.0005042490266264206,True,75728.0516775003,13.457765742784623,7.517638938454234,4488.915421125776
8842,15.679543903821024,55517.79717568388,4626.596419181788,14.163073068006009,0.030622683229658127,4.462972452234932,1092.6236797219142,1814.8908905339931,0.0029460245153759795,0.0002538861469314501,False,,,,
