Row,M_inf,theta_c_deg,beta_deg,M2,P2_P1,rho2_rho1,T2_T1,status
5849,10.318083,7.113153,11.346550,7.752774,4.641090,2.710863,1.712034,1
5850,5.953845,10.072567,17.723699,4.609644,3.666066,2.379085,1.540956,1
5851,8.239756,6.605507,12.070061,6.665012,3.296833,2.235277,1.474910,1
5852,8.374693,8.396913,13.669116,6.322675,4.402795,2.635519,1.670560,1
5853,10.959094,6.403893,10.389423,8.365676,4.390223,2.631449,1.668367,1
5854,10.146730,5.552809,9.944850,8.194446,3.415820,2.282852,1.496295,1
5855,5.591374,13.559791,NaN,NaN,NaN,NaN,NaN,0
5856,6.468246,10.569375,NaN,NaN,NaN,NaN,NaN,0
5857,7.266761,7.786848,13.995668,5.791026,3.436759,2.291099,1.500048,1
5858,11.185791,5.552843,9.489597,8.840218,3.801188,2.429004,1.564916,1
5859,5.062064,11.145521,20.323944,3.925340,3.439788,2.292290,1.500591,1
5860,5.729883,6.626546,NaN,NaN,NaN,NaN,NaN,0
5861,5.098635,10.756200,19.875208,3.988551,3.338773,2.252184,1.482460,1
5862,8.073677,9.303159,NaN,NaN,NaN,NaN,NaN,0
5863,7.188558,9.615943,15.820006,5.407777,4.313907,2.606524,1.655042,1
5864,9.600001,6.635390,11.233560,7.503810,3.913772,2.469558,1.584807,1
5865,7.941919,8.681343,14.261397,6.016315,4.299028,2.601621,1.652442,1
5866,4.831221,11.216271,20.907155,3.768994,3.301048,2.236983,1.475670,1
5867,7.467669,8.400201,14.385418,5.798364,3.849131,2.446387,1.573394,1
5868,8.265412,10.952102,NaN,NaN,NaN,NaN,NaN,0
5869,8.763598,8.059499,13.085303,6.621736,4.426056,2.643026,1.674617,1
5870,10.802569,14.819055,NaN,NaN,NaN,NaN,NaN,0
5871,9.941502,7.644106,NaN,NaN,NaN,NaN,NaN,0
5872,6.692484,12.366267,NaN,NaN,NaN,NaN,NaN,0
5873,6.336944,5.148244,12.780362,5.563867,2.125957,1.692815,1.255871,1
5874,5.073193,10.447737,19.636685,4.003323,3.224347,2.205693,1.461829,1
5875,7.205536,6.642909,13.014961,5.962319,2.905447,2.069821,1.403719,1
5876,5.283573,11.410785,20.135807,4.036698,3.692925,2.389119,1.545727,1
5877,5.840416,12.681566,NaN,NaN,NaN,NaN,NaN,0
5878,11.365765,6.927426,NaN,NaN,NaN,NaN,NaN,0
5879,11.950467,13.949358,NaN,NaN,NaN,NaN,NaN,0
5880,10.523657,14.567094,NaN,NaN,NaN,NaN,NaN,0
5881,5.946652,13.973307,NaN,NaN,NaN,NaN,NaN,0
5882,6.510888,13.606046,NaN,NaN,NaN,NaN,NaN,0
5883,6.379223,7.131378,NaN,NaN,NaN,NaN,NaN,0
5884,9.924065,7.764864,NaN,NaN,NaN,NaN,NaN,0
5885,7.421873,5.512859,11.810715,6.330509,2.525618,1.894726,1.332973,1
5886,9.986353,10.566109,NaN,NaN,NaN,NaN,NaN,0
5887,10.480652,14.859565,NaN,NaN,NaN,NaN,NaN,0
5888,9.106157,11.185086,NaN,NaN,NaN,NaN,NaN,0
5889,11.653487,10.670862,NaN,NaN,NaN,NaN,NaN,0
5890,6.850296,12.827800,NaN,NaN,NaN,NaN,NaN,0
5891,9.173021,6.676483,11.511583,7.234750,3.743046,2.407694,1.554618,1
5892,10.948597,5.919628,9.929832,8.550670,3.991958,2.497183,1.598585,1
5893,5.954486,7.494591,NaN,NaN,NaN,NaN,NaN,0
5894,9.430343,13.407524,NaN,NaN,NaN,NaN,NaN,0
5895,5.525995,6.734273,NaN,NaN,NaN,NaN,NaN,0
5896,5.093284,8.671042,NaN,NaN,NaN,NaN,NaN,0
5897,9.166190,5.740197,10.652503,7.497372,3.182778,2.188517,1.454308,1
5898,7.014035,12.775006,NaN,NaN,NaN,NaN,NaN,0
5899,6.357456,14.473298,NaN,NaN,NaN,NaN,NaN,0
5900,8.887282,12.647586,NaN,NaN,NaN,NaN,NaN,0
5901,7.832094,14.890342,NaN,NaN,NaN,NaN,NaN,0
5902,7.421971,6.941907,13.070182,6.053233,3.120010,2.162285,1.442923,1
5903,7.953716,14.335745,NaN,NaN,NaN,NaN,NaN,0
5904,10.000024,6.419049,10.824687,7.810330,3.948250,2.481793,1.590886,1
5905,8.199643,5.903440,11.467817,6.802060,2.933934,2.082353,1.408951,1
5906,4.609292,11.605328,21.831029,3.587894,3.261003,2.220712,1.468449,1
5907,7.555486,6.810713,12.826747,6.168523,3.115737,2.160486,1.442146,1
5908,9.239325,9.907893,NaN,NaN,NaN,NaN,NaN,0
5909,8.343801,9.957112,NaN,NaN,NaN,NaN,NaN,0
5910,9.714763,14.644059,NaN,NaN,NaN,NaN,NaN,0
5911,8.344972,7.266958,12.606231,6.574937,3.703259,2.392964,1.547561,1
5912,6.689195,13.305985,NaN,NaN,NaN,NaN,NaN,0
5913,5.135932,10.543344,19.595811,4.034790,3.294851,2.234474,1.474553,1
5914,9.555590,8.043216,NaN,NaN,NaN,NaN,NaN,0
5915,8.557637,12.135286,NaN,NaN,NaN,NaN,NaN,0
5916,8.470236,8.403291,13.610704,6.373900,4.468540,2.656649,1.682021,1
5917,8.202747,13.157884,NaN,NaN,NaN,NaN,NaN,0
5918,7.002373,9.103468,15.505950,5.391113,3.921797,2.472413,1.586222,1
5919,9.277579,11.763492,NaN,NaN,NaN,NaN,NaN,0
5920,10.863550,12.836757,NaN,NaN,NaN,NaN,NaN,0
5921,11.323340,6.620554,10.463443,8.475415,4.766962,2.749315,1.733872,1
5922,10.719681,9.784437,NaN,NaN,NaN,NaN,NaN,0
5923,7.634814,10.414956,NaN,NaN,NaN,NaN,NaN,0
5924,7.432270,7.725997,13.781655,5.907754,3.490589,2.312136,1.509681,1
5925,4.726800,6.954190,17.333606,4.086531,2.147122,1.704005,1.260045,1
5926,4.547574,11.237398,21.645113,3.578630,3.115958,2.160579,1.442187,1
5927,10.953962,14.916027,NaN,NaN,NaN,NaN,NaN,0
5928,5.267476,8.383558,NaN,NaN,NaN,NaN,NaN,0
5929,7.171826,9.302448,15.529854,5.454975,4.134975,2.546612,1.623716,1
5930,11.751547,12.326113,NaN,NaN,NaN,NaN,NaN,0
5931,10.434048,14.463163,NaN,NaN,NaN,NaN,NaN,0
5932,6.848337,6.494429,NaN,NaN,NaN,NaN,NaN,0
5933,11.657363,6.042519,9.782000,8.903790,4.409836,2.637795,1.671789,1
5934,11.094315,5.852909,9.808466,8.662941,4.000665,2.500233,1.600117,1
5935,10.143932,13.355062,NaN,NaN,NaN,NaN,NaN,0
5936,7.490402,8.357621,14.324420,5.820343,3.840141,2.443141,1.571805,1
5937,5.724293,11.197691,NaN,NaN,NaN,NaN,NaN,0
5938,4.875395,12.176348,NaN,NaN,NaN,NaN,NaN,0
5939,8.476707,12.265460,NaN,NaN,NaN,NaN,NaN,0
5940,9.198927,12.184017,NaN,NaN,NaN,NaN,NaN,0
5941,8.434956,13.305670,NaN,NaN,NaN,NaN,NaN,0
5942,9.770327,6.398618,10.920591,7.680044,3.830448,2.439633,1.570092,1
5943,11.483262,6.950349,NaN,NaN,NaN,NaN,NaN,0
5944,11.277386,12.043884,NaN,NaN,NaN,NaN,NaN,0
5945,6.783535,10.291990,NaN,NaN,NaN,NaN,NaN,0
5946,8.503402,6.616475,11.887623,6.832566,3.412948,2.281718,1.495780,1
5947,6.684149,6.557336,NaN,NaN,NaN,NaN,NaN,0
5948,6.446741,5.062247,12.559376,5.663364,2.126054,1.692866,1.255890,1
5949,5.202532,7.820687,NaN,NaN,NaN,NaN,NaN,0
5950,8.113388,5.946167,11.573978,6.732729,2.924739,2.078317,1.407263,1
5951,9.010500,11.516060,NaN,NaN,NaN,NaN,NaN,0
5952,7.280265,6.681726,12.974025,6.006688,2.950140,2.089447,1.411924,1
5953,10.564119,12.601241,NaN,NaN,NaN,NaN,NaN,0
5954,7.841982,11.898449,NaN,NaN,NaN,NaN,NaN,0
5955,10.582457,9.092213,NaN,NaN,NaN,NaN,NaN,0
5956,7.353554,10.451788,NaN,NaN,NaN,NaN,NaN,0
5957,7.574176,6.338079,12.385387,6.276173,2.912381,2.072879,1.404993,1
5958,9.570441,10.911201,NaN,NaN,NaN,NaN,NaN,0
5959,7.674936,5.045764,11.172526,6.612129,2.413467,1.840003,1.311665,1
5960,10.969148,9.378203,NaN,NaN,NaN,NaN,NaN,0
5961,5.684889,7.075912,NaN,NaN,NaN,NaN,NaN,0
5962,11.372707,11.801296,NaN,NaN,NaN,NaN,NaN,0
5963,7.146666,14.519299,NaN,NaN,NaN,NaN,NaN,0
5964,9.457215,11.644968,NaN,NaN,NaN,NaN,NaN,0
5965,7.599276,11.691630,NaN,NaN,NaN,NaN,NaN,0
5966,11.689377,10.502139,NaN,NaN,NaN,NaN,NaN,0
5967,7.129388,11.142993,NaN,NaN,NaN,NaN,NaN,0
5968,11.399975,9.833159,NaN,NaN,NaN,NaN,NaN,0
5969,7.303113,8.229804,14.375904,5.730909,3.669126,2.380231,1.541500,1
5970,6.995545,5.080589,11.896775,6.088621,2.259679,1.762547,1.282053,1
5971,5.699363,14.211400,NaN,NaN,NaN,NaN,NaN,0
5972,8.364887,8.700109,NaN,NaN,NaN,NaN,NaN,0
5973,11.315403,13.524566,NaN,NaN,NaN,NaN,NaN,0
5974,5.838094,13.092801,NaN,NaN,NaN,NaN,NaN,0
5975,10.961971,13.037734,NaN,NaN,NaN,NaN,NaN,0
5976,4.933994,11.626659,21.065822,3.795979,3.502753,2.316857,1.511856,1
5977,6.077948,14.445375,NaN,NaN,NaN,NaN,NaN,0
5978,8.627736,10.623202,NaN,NaN,NaN,NaN,NaN,0
5979,5.549839,10.012209,18.311168,4.362174,3.380305,2.268778,1.489923,1
5980,8.951387,12.139666,NaN,NaN,NaN,NaN,NaN,0
5981,7.420423,11.848910,NaN,NaN,NaN,NaN,NaN,0
5982,8.304233,8.173598,13.500872,6.335909,4.218352,2.574790,1.638328,1
5983,7.291110,10.980968,NaN,NaN,NaN,NaN,NaN,0
5984,11.936443,9.415934,NaN,NaN,NaN,NaN,NaN,0
5985,11.739883,10.770636,NaN,NaN,NaN,NaN,NaN,0
5986,10.377570,6.381055,10.611942,8.044330,4.094328,2.532706,1.616582,1
5987,7.360846,11.043544,NaN,NaN,NaN,NaN,NaN,0
5988,5.438738,7.801861,NaN,NaN,NaN,NaN,NaN,0
5989,5.794909,13.421509,NaN,NaN,NaN,NaN,NaN,0
5990,8.312209,10.987305,NaN,NaN,NaN,NaN,NaN,0
5991,5.605564,5.527246,14.252769,4.932401,2.055425,1.655102,1.241872,1
5992,8.527893,9.370880,NaN,NaN,NaN,NaN,NaN,0
5993,6.018495,5.083735,13.198392,5.319366,2.036382,1.644806,1.238068,1
5994,4.967622,7.610575,NaN,NaN,NaN,NaN,NaN,0
5995,11.107627,14.007579,NaN,NaN,NaN,NaN,NaN,0
5996,8.663324,10.241104,NaN,NaN,NaN,NaN,NaN,0
5997,9.729976,14.016407,NaN,NaN,NaN,NaN,NaN,0
5998,5.958603,5.182864,13.373179,5.258164,2.049277,1.651784,1.240645,1
5999,11.466625,13.614070,NaN,NaN,NaN,NaN,NaN,0
6000,5.660840,5.210628,13.896936,5.014861,1.989926,1.619484,1.228741,1
6001,9.590763,13.781787,NaN,NaN,NaN,NaN,NaN,0
6002,10.332191,14.756199,NaN,NaN,NaN,NaN,NaN,0
6003,11.095560,5.362344,9.347762,8.863209,3.622629,2.362740,1.533232,1
6004,11.918677,10.777179,NaN,NaN,NaN,NaN,NaN,0
6005,4.865684,10.387813,20.043037,3.870316,3.077689,2.144393,1.435226,1
6006,6.203718,7.341043,NaN,NaN,NaN,NaN,NaN,0
6007,7.916599,6.910737,12.604646,6.385870,3.315284,2.242734,1.478233,1
6008,5.989969,9.187487,16.832091,4.749804,3.343250,2.253980,1.483265,1
6009,5.618851,8.411803,NaN,NaN,NaN,NaN,NaN,0
6010,8.551332,8.996148,NaN,NaN,NaN,NaN,NaN,0
6011,8.361270,10.031144,NaN,NaN,NaN,NaN,NaN,0
6012,6.893234,13.221949,NaN,NaN,NaN,NaN,NaN,0
6013,8.275197,10.245664,NaN,NaN,NaN,NaN,NaN,0
6014,10.811147,11.256686,NaN,NaN,NaN,NaN,NaN,0
6015,10.160208,8.636841,NaN,NaN,NaN,NaN,NaN,0
6016,7.304659,8.305595,14.446122,5.717624,3.707529,2.394551,1.548319,1
6017,7.094116,11.776985,NaN,NaN,NaN,NaN,NaN,0
6018,5.707898,13.623273,NaN,NaN,NaN,NaN,NaN,0
6019,5.405454,6.428446,15.373290,4.670651,2.229143,1.746823,1.276113,1
6020,6.166000,6.390256,NaN,NaN,NaN,NaN,NaN,0
6021,7.867473,9.903693,NaN,NaN,NaN,NaN,NaN,0
6022,7.643710,13.562973,NaN,NaN,NaN,NaN,NaN,0
6023,9.556995,14.704028,NaN,NaN,NaN,NaN,NaN,0
6024,7.307832,5.256032,11.707257,6.294716,2.398623,1.832650,1.308828,1
6025,7.716032,5.573677,11.585523,6.533053,2.634854,1.946660,1.353526,1
6026,8.315043,10.715676,NaN,NaN,NaN,NaN,NaN,0
6027,7.480690,7.668074,13.683065,5.949707,3.486585,2.310580,1.508966,1
6028,11.295136,14.143286,NaN,NaN,NaN,NaN,NaN,0
6029,7.746352,7.620825,13.405296,6.126084,3.596122,2.352693,1.528513,1
6030,11.906765,5.936998,9.595422,9.089403,4.429050,2.643990,1.675139,1
6031,5.342256,8.875183,NaN,NaN,NaN,NaN,NaN,0
6032,9.379933,9.664830,NaN,NaN,NaN,NaN,NaN,0
6033,9.866662,14.655272,NaN,NaN,NaN,NaN,NaN,0
6034,7.803036,8.690257,14.379388,5.935784,4.214325,2.573440,1.637623,1
6035,11.054285,6.659111,10.600894,8.316679,4.658213,2.716147,1.715007,1
6036,10.136383,13.910833,NaN,NaN,NaN,NaN,NaN,0
6037,6.711465,13.131191,NaN,NaN,NaN,NaN,NaN,0
6038,11.403614,12.742550,NaN,NaN,NaN,NaN,NaN,0
6039,4.996062,7.342789,NaN,NaN,NaN,NaN,NaN,0
6040,9.782064,14.786632,NaN,NaN,NaN,NaN,NaN,0
6041,5.180164,9.327112,18.371319,4.191312,2.943148,2.086389,1.410642,1
6042,10.719655,12.643761,NaN,NaN,NaN,NaN,NaN,0
6043,5.418345,7.935924,NaN,NaN,NaN,NaN,NaN,0
6044,8.173861,9.447909,NaN,NaN,NaN,NaN,NaN,0
6045,5.795145,14.770065,NaN,NaN,NaN,NaN,NaN,0
6046,9.803860,10.595328,NaN,NaN,NaN,NaN,NaN,0
6047,11.059211,5.872676,9.841062,8.634354,4.001631,2.500571,1.600287,1
6048,4.928315,8.149782,NaN,NaN,NaN,NaN,NaN,0
6049,11.679548,6.905901,NaN,NaN,NaN,NaN,NaN,0
6050,5.485506,8.562036,NaN,NaN,NaN,NaN,NaN,0
6051,7.824594,13.673967,NaN,NaN,NaN,NaN,NaN,0
6052,11.092366,8.932278,NaN,NaN,NaN,NaN,NaN,0
6053,9.578455,12.419315,NaN,NaN,NaN,NaN,NaN,0
6054,5.785619,8.124259,NaN,NaN,NaN,NaN,NaN,0
6055,5.853382,8.358510,NaN,NaN,NaN,NaN,NaN,0
6056,8.915565,12.923582,NaN,NaN,NaN,NaN,NaN,0
6057,4.984748,11.384878,20.720277,3.851980,3.462135,2.301046,1.504592,1
6058,9.789192,10.252755,NaN,NaN,NaN,NaN,NaN,0
6059,6.449019,11.863851,NaN,NaN,NaN,NaN,NaN,0
6060,6.061800,7.729766,NaN,NaN,NaN,NaN,NaN,0
6061,11.001255,5.071665,9.118892,8.921404,3.379835,2.268591,1.489839,1
6062,8.810488,10.693592,NaN,NaN,NaN,NaN,NaN,0
6063,5.289431,13.356524,NaN,NaN,NaN,NaN,NaN,0
6064,5.761847,10.645267,18.566686,4.418536,3.760132,2.413983,1.557646,1
6065,9.632601,12.793509,NaN,NaN,NaN,NaN,NaN,0
6066,7.377179,7.063608,13.223485,5.999841,3.155713,2.177250,1.449403,1
6067,9.880625,12.353566,NaN,NaN,NaN,NaN,NaN,0
6068,5.560208,11.189494,19.423905,4.230388,3.822249,2.436661,1.568642,1
6069,7.553082,8.149471,14.070762,5.899358,3.767355,2.416635,1.558926,1
6070,10.904096,12.187853,NaN,NaN,NaN,NaN,NaN,0
6071,6.844331,8.391370,14.997850,5.415763,3.493321,2.313198,1.510170,1
6072,6.226237,7.106352,NaN,NaN,NaN,NaN,NaN,0
6073,9.058598,9.639814,NaN,NaN,NaN,NaN,NaN,0
6074,9.672319,12.347752,NaN,NaN,NaN,NaN,NaN,0
6075,4.753085,11.999153,21.848190,3.645766,3.483652,2.309438,1.508441,1
6076,4.748819,11.139665,21.032450,3.721840,3.222218,2.204817,1.461444,1
6077,6.816101,9.061598,15.663234,5.286438,3.784183,2.422798,1.561906,1
6078,8.436579,12.409463,NaN,NaN,NaN,NaN,NaN,0
6079,7.555599,11.591853,NaN,NaN,NaN,NaN,NaN,0
6080,8.471806,13.665446,NaN,NaN,NaN,NaN,NaN,0
6081,10.005543,5.680817,10.132444,8.060831,3.448091,2.295548,1.502078,1
6082,9.849285,13.549064,NaN,NaN,NaN,NaN,NaN,0
6083,8.523012,6.200937,11.493753,6.948711,3.198278,2.194940,1.457114,1
6084,9.602950,14.210904,NaN,NaN,NaN,NaN,NaN,0
6085,7.628921,14.416527,NaN,NaN,NaN,NaN,NaN,0
6086,4.747069,14.544854,NaN,NaN,NaN,NaN,NaN,0
6087,6.683211,9.851233,16.572216,5.078897,4.072575,2.525218,1.612762,1
6088,11.589845,11.325981,NaN,NaN,NaN,NaN,NaN,0
6089,4.754784,12.492283,NaN,NaN,NaN,NaN,NaN,0
6090,7.413346,9.338726,15.341521,5.585562,4.321438,2.609000,1.656358,1
6091,8.875803,12.129789,NaN,NaN,NaN,NaN,NaN,0
6092,8.688971,13.266805,NaN,NaN,NaN,NaN,NaN,0
6093,5.884161,13.928809,NaN,NaN,NaN,NaN,NaN,0
6094,8.150758,10.414684,NaN,NaN,NaN,NaN,NaN,0
6095,8.057157,11.716667,NaN,NaN,NaN,NaN,NaN,0
6096,11.340659,10.194448,NaN,NaN,NaN,NaN,NaN,0
6097,7.714850,13.731952,NaN,NaN,NaN,NaN,NaN,0
6098,7.045366,8.717962,15.093069,5.484372,3.759736,2.413837,1.557576,1
6099,5.720668,10.686804,18.672043,4.388280,3.746690,2.409037,1.555264,1
6100,7.667260,8.792420,14.589839,5.837174,4.185201,2.563642,1.632522,1
6101,10.212974,5.819257,10.158781,8.143780,3.618922,2.361339,1.532572,1
6102,9.409752,13.254694,NaN,NaN,NaN,NaN,NaN,0
6103,6.977862,5.188718,12.006665,6.056203,2.291575,1.778848,1.288236,1
6104,10.713040,14.508427,NaN,NaN,NaN,NaN,NaN,0
6105,5.611671,8.764666,NaN,NaN,NaN,NaN,NaN,0
6106,8.069223,8.156116,13.655549,6.204725,4.067273,2.523388,1.611830,1
6107,5.265517,6.763182,NaN,NaN,NaN,NaN,NaN,0
6108,10.328225,14.119645,NaN,NaN,NaN,NaN,NaN,0
6109,8.907887,11.830528,NaN,NaN,NaN,NaN,NaN,0
6110,8.345372,7.689935,13.006773,6.474236,3.949177,2.482121,1.591049,1
6111,8.686308,13.185600,NaN,NaN,NaN,NaN,NaN,0
6112,11.488403,8.068571,NaN,NaN,NaN,NaN,NaN,0
6113,11.552617,12.764353,NaN,NaN,NaN,NaN,NaN,0
6114,11.368973,9.895333,NaN,NaN,NaN,NaN,NaN,0
6115,9.652439,13.793760,NaN,NaN,NaN,NaN,NaN,0
6116,11.401106,7.804856,NaN,NaN,NaN,NaN,NaN,0
6117,10.695387,10.292713,NaN,NaN,NaN,NaN,NaN,0
6118,10.470235,12.235169,NaN,NaN,NaN,NaN,NaN,0
6119,9.458809,6.344370,11.036651,7.507180,3.658682,2.376317,1.539644,1
6120,8.804793,7.861807,12.867201,6.696070,4.318665,2.608088,1.655874,1
6121,5.933308,5.491565,13.665504,5.197494,2.125762,1.692712,1.255832,1
6122,10.523881,14.665767,NaN,NaN,NaN,NaN,NaN,0
6123,5.824178,11.266999,NaN,NaN,NaN,NaN,NaN,0
6124,6.680425,5.493845,12.614224,5.777604,2.316482,1.791489,1.293048,1
6125,5.697468,6.628561,NaN,NaN,NaN,NaN,NaN,0
6126,9.230964,12.197350,NaN,NaN,NaN,NaN,NaN,0
6127,9.385503,5.566206,10.364326,7.693741,3.159597,2.178871,1.450107,1
6128,8.443678,10.187398,NaN,NaN,NaN,NaN,NaN,0
6129,11.723082,5.831873,9.556462,9.034369,4.252581,2.586226,1.644320,1
6130,9.712001,8.504977,NaN,NaN,NaN,NaN,NaN,0
6131,6.596390,7.661256,14.611683,5.372190,3.063904,2.138529,1.432715,1
6132,7.252957,9.498596,15.644311,5.465416,4.296314,2.600725,1.651968,1
6133,11.045056,10.418598,NaN,NaN,NaN,NaN,NaN,0
6134,8.013385,13.433124,NaN,NaN,NaN,NaN,NaN,0
6135,10.713767,13.281346,NaN,NaN,NaN,NaN,NaN,0
6136,10.286372,7.823769,NaN,NaN,NaN,NaN,NaN,0
6137,6.358124,13.508146,NaN,NaN,NaN,NaN,NaN,0
6138,11.669390,13.324780,NaN,NaN,NaN,NaN,NaN,0
6139,8.399188,14.635397,NaN,NaN,NaN,NaN,NaN,0
6140,9.346309,7.256733,11.964806,7.169449,4.213302,2.573097,1.637444,1
6141,5.704863,10.396907,18.418086,4.414184,3.623601,2.363108,1.533405,1
6142,10.675498,10.685867,NaN,NaN,NaN,NaN,NaN,0
6143,11.351794,12.899233,NaN,NaN,NaN,NaN,NaN,0
6144,5.948686,7.107371,NaN,NaN,NaN,NaN,NaN,0
6145,11.667161,9.162091,NaN,NaN,NaN,NaN,NaN,0
6146,10.282051,13.345793,NaN,NaN,NaN,NaN,NaN,0
6147,8.266539,8.904691,NaN,NaN,NaN,NaN,NaN,0
6148,8.893247,14.825174,NaN,NaN,NaN,NaN,NaN,0
6149,6.282242,11.455054,NaN,NaN,NaN,NaN,NaN,0
6150,11.639031,13.234559,NaN,NaN,NaN,NaN,NaN,0
6151,9.460991,8.780480,NaN,NaN,NaN,NaN,NaN,0
6152,10.829182,10.024225,NaN,NaN,NaN,NaN,NaN,0
6153,6.575225,7.580094,NaN,NaN,NaN,NaN,NaN,0
6154,8.451574,6.762845,12.059511,6.763447,3.470921,2.304478,1.506164,1
6155,5.768249,13.187989,NaN,NaN,NaN,NaN,NaN,0
6156,8.206098,12.520215,NaN,NaN,NaN,NaN,NaN,0
6157,7.876197,6.885492,12.614892,6.365040,3.285349,2.230621,1.472841,1
6158,5.663830,13.944806,NaN,NaN,NaN,NaN,NaN,0
6159,11.643453,8.529807,NaN,NaN,NaN,NaN,NaN,0
6160,8.221892,13.272867,NaN,NaN,NaN,NaN,NaN,0
6161,11.463342,5.039820,8.906021,9.228879,3.507771,2.318801,1.512752,1
6162,5.452645,13.920158,NaN,NaN,NaN,NaN,NaN,0
6163,8.741955,12.301004,NaN,NaN,NaN,NaN,NaN,0
6164,9.638930,11.701115,NaN,NaN,NaN,NaN,NaN,0
6165,8.985890,12.438037,NaN,NaN,NaN,NaN,NaN,0
6166,6.175764,12.840640,NaN,NaN,NaN,NaN,NaN,0
6167,4.651612,6.611988,17.246001,4.057168,2.052192,1.653357,1.241227,1
6168,11.075017,9.497054,NaN,NaN,NaN,NaN,NaN,0
6169,4.725944,6.668236,17.096679,4.111647,2.085362,1.671190,1.247831,1
6170,8.645796,9.735289,NaN,NaN,NaN,NaN,NaN,0
6171,5.322347,8.339500,NaN,NaN,NaN,NaN,NaN,0
6172,4.659598,10.058191,20.245090,3.758613,2.866441,2.052531,1.396540,1
6173,11.884408,13.756534,NaN,NaN,NaN,NaN,NaN,0
6174,11.741412,5.052192,8.814768,9.397369,3.610228,2.358047,1.531025,1
6175,9.455702,10.255396,NaN,NaN,NaN,NaN,NaN,0
6176,8.635448,13.504357,NaN,NaN,NaN,NaN,NaN,0
6177,10.141471,6.619812,10.948513,7.824985,4.161672,2.555685,1.628398,1
6178,6.107219,7.309095,NaN,NaN,NaN,NaN,NaN,0
6179,7.033090,6.878802,NaN,NaN,NaN,NaN,NaN,0
6180,8.807404,7.026966,12.066313,6.916784,3.788061,2.424215,1.562593,1
6181,5.475821,14.830282,NaN,NaN,NaN,NaN,NaN,0
6182,6.893051,14.066494,NaN,NaN,NaN,NaN,NaN,0
6183,9.049411,10.085030,NaN,NaN,NaN,NaN,NaN,0
6184,5.951918,8.281776,NaN,NaN,NaN,NaN,NaN,0
6185,5.374930,13.804739,NaN,NaN,NaN,NaN,NaN,0
6186,8.759451,14.593074,NaN,NaN,NaN,NaN,NaN,0
6187,10.060054,12.304609,NaN,NaN,NaN,NaN,NaN,0
6188,10.474397,14.528839,NaN,NaN,NaN,NaN,NaN,0
6189,4.915772,13.634357,NaN,NaN,NaN,NaN,NaN,0
6190,11.509161,13.373174,NaN,NaN,NaN,NaN,NaN,0
6191,4.593438,6.817284,17.574905,3.992679,2.077729,1.667099,1.246314,1
6192,8.551453,9.766594,NaN,NaN,NaN,NaN,NaN,0
6193,7.036439,9.642346,15.994111,5.317045,4.218816,2.574946,1.638410,1
6194,8.906228,12.009073,NaN,NaN,NaN,NaN,NaN,0
6195,11.605279,14.641697,NaN,NaN,NaN,NaN,NaN,0
6196,7.756465,10.259530,NaN,NaN,NaN,NaN,NaN,0
6197,8.257296,10.678804,NaN,NaN,NaN,NaN,NaN,0
6198,6.313366,6.978144,NaN,NaN,NaN,NaN,NaN,0
6199,6.748848,8.693787,15.388749,5.305643,3.575294,2.344760,1.524802,1
6200,7.128300,8.784810,15.073373,5.522617,3.842478,2.443985,1.572218,1
6201,5.864325,6.674231,NaN,NaN,NaN,NaN,NaN,0
6202,7.770725,14.228285,NaN,NaN,NaN,NaN,NaN,0
6203,6.790695,12.393114,NaN,NaN,NaN,NaN,NaN,0
6204,11.379092,8.983752,NaN,NaN,NaN,NaN,NaN,0
6205,11.282241,10.566880,NaN,NaN,NaN,NaN,NaN,0
6206,4.573026,11.261827,21.599614,3.593658,3.139532,2.170482,1.446468,1
6207,9.899362,13.133776,NaN,NaN,NaN,NaN,NaN,0
6208,7.064229,13.047753,NaN,NaN,NaN,NaN,NaN,0
6209,6.307003,11.847209,NaN,NaN,NaN,NaN,NaN,0
6210,4.709106,11.151013,21.141756,3.694438,3.198912,2.195202,1.457229,1
6211,9.575461,7.004533,11.598599,7.375936,4.157391,2.554233,1.627647,1
6212,11.918516,6.155880,9.804228,8.995171,4.638735,2.710135,1.711625,1
6213,8.657762,9.706073,NaN,NaN,NaN,NaN,NaN,0
6214,8.339966,14.762107,NaN,NaN,NaN,NaN,NaN,0
6215,10.672304,13.592829,NaN,NaN,NaN,NaN,NaN,0
6216,9.513544,14.637140,NaN,NaN,NaN,NaN,NaN,0
6217,7.661057,11.507442,NaN,NaN,NaN,NaN,NaN,0
6218,9.398925,7.816006,12.480769,7.034778,4.646829,2.712636,1.713031,1
6219,7.305541,10.958818,NaN,NaN,NaN,NaN,NaN,0
6220,11.012345,5.967756,9.949983,8.568817,4.057447,2.519992,1.610103,1
6221,8.452934,12.643220,NaN,NaN,NaN,NaN,NaN,0
6222,6.251522,8.219681,15.565444,5.056074,3.116443,2.160784,1.442275,1
6223,9.845635,14.885752,NaN,NaN,NaN,NaN,NaN,0
6224,7.670094,12.178432,NaN,NaN,NaN,NaN,NaN,0
6225,7.219645,6.031155,12.461870,6.085084,2.664989,1.960757,1.359164,1
6226,6.741267,7.287249,NaN,NaN,NaN,NaN,NaN,0
6227,11.922968,7.142805,NaN,NaN,NaN,NaN,NaN,0
6228,7.160084,7.487880,13.825624,5.777048,3.248891,2.215762,1.466263,1
