Row,M_inf,theta_c_deg,beta_deg,M2,P2_P1,rho2_rho1,T2_T1,status
903,7.290794,8.403172,14.551832,5.690863,3.748303,2.409632,1.555550,1
904,10.958325,11.644573,NaN,NaN,NaN,NaN,NaN,0
905,5.947728,14.297876,NaN,NaN,NaN,NaN,NaN,0
906,9.488863,8.701551,NaN,NaN,NaN,NaN,NaN,0
907,7.229142,12.367950,NaN,NaN,NaN,NaN,NaN,0
908,6.324038,5.099431,12.758577,5.560802,2.108980,1.683797,1.252514,1
909,8.222992,7.453999,12.871458,6.456340,3.748034,2.409532,1.555503,1
910,11.193999,5.436815,9.377867,8.893206,3.714825,2.397259,1.549614,1
911,7.730061,13.108990,NaN,NaN,NaN,NaN,NaN,0
912,11.797762,6.140855,9.829541,8.936836,4.565961,2.687476,1.698977,1
913,10.117903,5.236910,9.671712,8.284480,3.204346,2.197448,1.458212,1
914,4.913317,14.474310,NaN,NaN,NaN,NaN,NaN,0
915,11.194686,14.837802,NaN,NaN,NaN,NaN,NaN,0
916,5.111833,6.024765,15.644148,4.482046,2.050198,1.652281,1.240829,1
917,5.669329,12.071305,NaN,NaN,NaN,NaN,NaN,0
918,8.981120,10.378920,NaN,NaN,NaN,NaN,NaN,0
919,10.741511,9.179440,NaN,NaN,NaN,NaN,NaN,0
920,10.560528,12.523115,NaN,NaN,NaN,NaN,NaN,0
921,10.128568,5.526762,9.929909,8.191784,3.392396,2.273581,1.492094,1
922,10.441213,7.166644,11.345835,7.799516,4.755907,2.745974,1.731956,1
923,6.104450,7.497474,NaN,NaN,NaN,NaN,NaN,0
924,9.513233,7.501148,12.112024,7.190262,4.481829,2.660888,1.684336,1
925,10.395563,7.334019,NaN,NaN,NaN,NaN,NaN,0
926,8.174888,6.046335,11.614463,6.751938,2.993476,2.108290,1.419860,1
927,7.334690,5.387757,11.791275,6.289902,2.454211,1.860051,1.319432,1
928,7.097320,9.946414,NaN,NaN,NaN,NaN,NaN,0
929,10.807966,7.954905,NaN,NaN,NaN,NaN,NaN,0
930,10.437121,10.164294,NaN,NaN,NaN,NaN,NaN,0
931,11.045083,9.553136,NaN,NaN,NaN,NaN,NaN,0
932,10.346799,5.259226,9.580494,8.426760,3.293030,2.233736,1.474225,1
933,4.645356,11.297142,21.442884,3.638935,3.197941,2.194800,1.457053,1
934,5.818449,9.593698,17.473936,4.586241,3.394487,2.274411,1.492469,1
935,5.740765,6.916279,NaN,NaN,NaN,NaN,NaN,0
936,5.137938,6.534419,16.009690,4.450470,2.176012,1.719185,1.265724,1
937,11.782440,5.535180,9.252880,9.202524,4.020759,2.507251,1.603653,1
938,6.475304,13.989570,NaN,NaN,NaN,NaN,NaN,0
939,9.361356,7.934196,NaN,NaN,NaN,NaN,NaN,0
940,7.826513,13.373394,NaN,NaN,NaN,NaN,NaN,0
941,11.347300,7.783461,NaN,NaN,NaN,NaN,NaN,0
942,10.049145,9.463949,NaN,NaN,NaN,NaN,NaN,0
943,6.181030,6.731536,NaN,NaN,NaN,NaN,NaN,0
944,10.518600,7.308490,NaN,NaN,NaN,NaN,NaN,0
945,4.992378,10.578384,19.934568,3.936711,3.213475,2.201216,1.459863,1
946,11.678451,13.601181,NaN,NaN,NaN,NaN,NaN,0
947,8.159364,5.734078,11.349786,6.813312,2.841497,2.041394,1.391939,1
948,11.041222,7.101697,NaN,NaN,NaN,NaN,NaN,0
949,7.817753,6.911940,12.688115,6.321198,3.273256,2.225706,1.470660,1
950,9.201434,13.766498,NaN,NaN,NaN,NaN,NaN,0
951,7.748810,12.899799,NaN,NaN,NaN,NaN,NaN,0
952,11.880766,9.882054,NaN,NaN,NaN,NaN,NaN,0
953,9.484774,13.494956,NaN,NaN,NaN,NaN,NaN,0
954,5.403931,7.882721,NaN,NaN,NaN,NaN,NaN,0
955,5.413445,10.646794,19.157057,4.202109,3.515150,2.321656,1.514071,1
956,8.834055,13.102139,NaN,NaN,NaN,NaN,NaN,0
957,6.818351,14.859172,NaN,NaN,NaN,NaN,NaN,0
958,9.504532,10.126663,NaN,NaN,NaN,NaN,NaN,0
959,5.637046,11.259423,NaN,NaN,NaN,NaN,NaN,0
960,11.090985,13.340151,NaN,NaN,NaN,NaN,NaN,0
961,8.630496,10.757727,NaN,NaN,NaN,NaN,NaN,0
962,8.380524,13.635467,NaN,NaN,NaN,NaN,NaN,0
963,7.746940,14.482781,NaN,NaN,NaN,NaN,NaN,0
964,7.548052,11.864316,NaN,NaN,NaN,NaN,NaN,0
965,7.860461,6.795891,12.546100,6.374039,3.234772,2.209977,1.463713,1
966,10.528514,7.253145,NaN,NaN,NaN,NaN,NaN,0
967,6.888939,8.709360,15.248953,5.390045,3.663413,2.378091,1.540485,1
968,9.464364,11.009369,NaN,NaN,NaN,NaN,NaN,0
969,10.301066,14.988498,NaN,NaN,NaN,NaN,NaN,0
970,4.531981,11.740950,22.167790,3.525109,3.244816,2.214095,1.465527,1
971,9.183131,9.812234,NaN,NaN,NaN,NaN,NaN,0
972,11.870408,9.915914,NaN,NaN,NaN,NaN,NaN,0
973,6.186386,5.835856,13.564527,5.347913,2.289488,1.777785,1.287832,1
974,7.703208,12.159595,NaN,NaN,NaN,NaN,NaN,0
975,9.369830,13.561079,NaN,NaN,NaN,NaN,NaN,0
976,11.760118,6.268408,9.966570,8.859272,4.666497,2.718698,1.716446,1
977,8.452430,6.164623,11.511512,6.910873,3.152874,2.176064,1.448888,1
978,4.828750,12.575364,NaN,NaN,NaN,NaN,NaN,0
979,8.156490,8.937302,NaN,NaN,NaN,NaN,NaN,0
980,9.214688,7.598548,12.369056,6.996838,4.378803,2.627742,1.666375,1
981,7.496933,13.512935,NaN,NaN,NaN,NaN,NaN,0
982,11.631545,8.005276,NaN,NaN,NaN,NaN,NaN,0
983,9.565329,5.933289,10.596540,7.699354,3.443043,2.293568,1.501173,1
984,5.832130,5.858171,14.133056,5.070774,2.199263,1.731324,1.270278,1
985,9.499400,6.722499,11.370216,7.417436,3.925212,2.473627,1.586825,1
986,7.208439,10.632927,NaN,NaN,NaN,NaN,NaN,0
987,9.636993,9.675486,NaN,NaN,NaN,NaN,NaN,0
988,4.724629,7.869735,NaN,NaN,NaN,NaN,NaN,0
989,8.408081,7.851043,13.117035,6.472382,4.081152,2.528174,1.614268,1
990,10.371645,14.429116,NaN,NaN,NaN,NaN,NaN,0
991,9.760624,12.895560,NaN,NaN,NaN,NaN,NaN,0
992,6.575538,7.287187,NaN,NaN,NaN,NaN,NaN,0
993,8.295283,10.732859,NaN,NaN,NaN,NaN,NaN,0
994,6.157099,10.642779,17.990621,4.654546,4.052494,2.518277,1.609233,1
995,6.283839,5.636997,13.258538,5.451277,2.256465,1.760898,1.281429,1
996,10.688325,8.989405,NaN,NaN,NaN,NaN,NaN,0
997,11.901535,9.982663,NaN,NaN,NaN,NaN,NaN,0
998,4.932408,13.296809,NaN,NaN,NaN,NaN,NaN,0
999,9.305943,12.382271,NaN,NaN,NaN,NaN,NaN,0
1000,9.958153,7.408320,11.799927,7.460326,4.671367,2.720195,1.717291,1
1001,7.381042,12.136651,NaN,NaN,NaN,NaN,NaN,0
1002,10.969492,8.939260,NaN,NaN,NaN,NaN,NaN,0
1003,7.886452,8.065175,13.710529,6.117161,3.909651,2.468089,1.584080,1
1004,11.352769,5.240502,9.133596,9.073417,3.622178,2.362570,1.533152,1
1005,5.196589,9.790519,18.765585,4.153779,3.093784,2.151217,1.438155,1
1006,5.281672,10.652644,19.409307,4.117586,3.427414,2.287423,1.498374,1
1007,8.687894,11.874170,NaN,NaN,NaN,NaN,NaN,0
1008,9.721642,6.905383,11.427695,7.490572,4.161775,2.555720,1.628416,1
1009,4.970335,5.590196,15.611892,4.410615,1.920750,1.581226,1.214722,1
1010,9.783431,12.544957,NaN,NaN,NaN,NaN,NaN,0
1011,8.241409,10.784321,NaN,NaN,NaN,NaN,NaN,0
1012,11.729451,5.767013,9.492107,9.067105,4.198545,2.568138,1.634860,1
1013,10.010830,5.859381,10.294606,8.004201,3.567405,2.341746,1.523395,1
1014,6.599287,8.830217,15.690599,5.190094,3.549461,2.334872,1.520195,1
1015,6.399483,7.673565,NaN,NaN,NaN,NaN,NaN,0
1016,11.253111,13.077378,NaN,NaN,NaN,NaN,NaN,0
1017,10.446544,5.364379,9.629645,8.453222,3.395992,2.275008,1.492739,1
1018,10.053903,9.085836,NaN,NaN,NaN,NaN,NaN,0
1019,7.574308,12.528242,NaN,NaN,NaN,NaN,NaN,0
1020,11.436285,6.270941,10.081286,8.683033,4.508714,2.669431,1.689017,1
1021,8.312304,13.070947,NaN,NaN,NaN,NaN,NaN,0
1022,11.492554,11.310436,NaN,NaN,NaN,NaN,NaN,0
1023,11.160605,13.590687,NaN,NaN,NaN,NaN,NaN,0
1024,11.626613,9.970952,NaN,NaN,NaN,NaN,NaN,0
1025,9.801365,14.665920,NaN,NaN,NaN,NaN,NaN,0
1026,5.512218,12.332692,NaN,NaN,NaN,NaN,NaN,0
1027,8.957121,9.447903,NaN,NaN,NaN,NaN,NaN,0
1028,6.611259,8.984779,15.822592,5.173229,3.624360,2.363395,1.533540,1
1029,5.430331,14.289010,NaN,NaN,NaN,NaN,NaN,0
1030,6.654181,6.380969,NaN,NaN,NaN,NaN,NaN,0
1031,9.047391,5.491833,10.503788,7.487652,3.007059,2.114159,1.422343,1
1032,5.202741,5.759721,15.231221,4.582649,2.012954,1.632073,1.233373,1
1033,9.516156,12.523425,NaN,NaN,NaN,NaN,NaN,0
1034,6.884693,9.636129,16.143700,5.231024,4.108504,2.537569,1.619071,1
1035,6.666389,8.079454,14.910633,5.352332,3.266134,2.222805,1.469375,1
1036,7.203503,9.089255,15.292674,5.512063,4.044654,2.515559,1.607855,1
1037,11.083169,8.062471,NaN,NaN,NaN,NaN,NaN,0
1038,7.754661,13.135156,NaN,NaN,NaN,NaN,NaN,0
1039,5.779491,6.196477,14.503610,4.987305,2.277534,1.771687,1.285517,1
1040,9.259210,14.193287,NaN,NaN,NaN,NaN,NaN,0
1041,6.188331,9.867686,17.197188,4.781504,3.738886,2.406160,1.553881,1
1042,5.427389,10.177744,18.685263,4.263993,3.360537,2.260898,1.486373,1
1043,9.861521,9.614685,NaN,NaN,NaN,NaN,NaN,0
1044,5.445952,14.017852,NaN,NaN,NaN,NaN,NaN,0
1045,5.129974,5.401410,15.098459,4.560634,1.916485,1.578846,1.213852,1
1046,5.501541,10.430455,18.792761,4.282564,3.497889,2.314970,1.510986,1
1047,11.840162,6.814214,NaN,NaN,NaN,NaN,NaN,0
1048,10.250926,5.092448,9.475919,8.422905,3.156156,2.177435,1.449483,1
1049,4.747528,13.462237,NaN,NaN,NaN,NaN,NaN,0
1050,5.929274,12.687351,NaN,NaN,NaN,NaN,NaN,0
1051,4.520507,6.353977,17.396607,3.973272,1.964502,1.605501,1.223607,1
1052,11.615894,14.570507,NaN,NaN,NaN,NaN,NaN,0
1053,8.139907,11.401161,NaN,NaN,NaN,NaN,NaN,0
1054,6.644911,12.408699,NaN,NaN,NaN,NaN,NaN,0
1055,4.900704,13.844682,NaN,NaN,NaN,NaN,NaN,0
1056,8.834820,14.147073,NaN,NaN,NaN,NaN,NaN,0
1057,7.706742,10.471735,NaN,NaN,NaN,NaN,NaN,0
1058,11.813160,11.290805,NaN,NaN,NaN,NaN,NaN,0
1059,8.796657,7.837839,12.849001,6.697757,4.297937,2.601261,1.652251,1
1060,7.329553,14.242380,NaN,NaN,NaN,NaN,NaN,0
1061,11.567926,14.784628,NaN,NaN,NaN,NaN,NaN,0
1062,9.406050,7.094570,11.776121,7.251376,4.132622,2.545810,1.623303,1
1063,8.011409,10.956946,NaN,NaN,NaN,NaN,NaN,0
1064,8.679984,14.487955,NaN,NaN,NaN,NaN,NaN,0
1065,7.828691,11.113201,NaN,NaN,NaN,NaN,NaN,0
1066,11.542294,6.365876,10.136311,8.699746,4.647377,2.712805,1.713126,1
1067,5.760407,9.950927,17.903398,4.504223,3.491789,2.312602,1.509896,1
1068,10.627338,11.329221,NaN,NaN,NaN,NaN,NaN,0
1069,8.836015,14.469012,NaN,NaN,NaN,NaN,NaN,0
1070,7.238483,7.185902,13.470619,5.884370,3.150406,2.175033,1.448440,1
1071,4.725800,13.984001,NaN,NaN,NaN,NaN,NaN,0
1072,9.105125,11.557396,NaN,NaN,NaN,NaN,NaN,0
1073,10.833453,8.496179,NaN,NaN,NaN,NaN,NaN,0
1074,7.159364,13.357885,NaN,NaN,NaN,NaN,NaN,0
1075,6.175461,12.618141,NaN,NaN,NaN,NaN,NaN,0
1076,8.203813,5.824808,11.394832,6.823240,2.898228,2.066633,1.402392,1
1077,4.910862,14.747138,NaN,NaN,NaN,NaN,NaN,0
1078,6.981859,7.774845,14.275396,5.609393,3.291252,2.233016,1.473905,1
1079,9.826193,9.704783,NaN,NaN,NaN,NaN,NaN,0
1080,7.164501,6.709274,NaN,NaN,NaN,NaN,NaN,0
1081,11.629323,9.644236,NaN,NaN,NaN,NaN,NaN,0
1082,7.632036,14.122393,NaN,NaN,NaN,NaN,NaN,0
1083,11.558648,11.101954,NaN,NaN,NaN,NaN,NaN,0
1084,10.333715,10.789730,NaN,NaN,NaN,NaN,NaN,0
1085,8.526167,8.305404,13.477788,6.428607,4.440364,2.647627,1.677111,1
1086,7.403952,12.108612,NaN,NaN,NaN,NaN,NaN,0
1087,9.292629,11.887385,NaN,NaN,NaN,NaN,NaN,0
1088,11.884272,10.198997,NaN,NaN,NaN,NaN,NaN,0
1089,7.701751,8.516530,14.294190,5.913529,4.051955,2.518090,1.609138,1
1090,7.825162,9.233664,NaN,NaN,NaN,NaN,NaN,0
1091,8.982370,10.240729,NaN,NaN,NaN,NaN,NaN,0
1092,9.124733,14.262665,NaN,NaN,NaN,NaN,NaN,0
1093,8.887586,5.332354,10.466473,7.421416,2.874454,2.056095,1.398016,1
1094,8.635964,13.083901,NaN,NaN,NaN,NaN,NaN,0
1095,7.561168,10.509471,NaN,NaN,NaN,NaN,NaN,0
1096,6.247684,13.274419,NaN,NaN,NaN,NaN,NaN,0
1097,5.923459,12.855342,NaN,NaN,NaN,NaN,NaN,0
1098,10.102822,7.258597,11.585716,7.587398,4.636254,2.709368,1.711194,1
1099,11.521932,14.100333,NaN,NaN,NaN,NaN,NaN,0
1100,9.463703,12.072664,NaN,NaN,NaN,NaN,NaN,0
1101,5.404937,9.774338,18.347097,4.294800,3.210266,2.199893,1.459283,1
1102,9.558369,12.212523,NaN,NaN,NaN,NaN,NaN,0
1103,10.701774,9.771846,NaN,NaN,NaN,NaN,NaN,0
1104,5.997605,5.772318,13.795916,5.210795,2.219765,1.741971,1.274284,1
1105,9.963897,13.846936,NaN,NaN,NaN,NaN,NaN,0
1106,4.803678,13.789713,NaN,NaN,NaN,NaN,NaN,0
1107,10.510885,9.550853,NaN,NaN,NaN,NaN,NaN,0
1108,7.041307,11.794405,NaN,NaN,NaN,NaN,NaN,0
1109,10.580296,10.765612,NaN,NaN,NaN,NaN,NaN,0
1110,7.410070,8.685199,14.710289,5.708936,3.964047,2.487371,1.593669,1
1111,5.555886,9.037987,17.392187,4.480643,3.050965,2.133009,1.430357,1
1112,11.694602,6.731265,NaN,NaN,NaN,NaN,NaN,0
1113,5.142122,10.533045,19.573325,4.039907,3.295553,2.234759,1.474680,1
1114,6.408054,11.161941,NaN,NaN,NaN,NaN,NaN,0
1115,7.905114,10.501861,NaN,NaN,NaN,NaN,NaN,0
1116,11.630768,10.298690,NaN,NaN,NaN,NaN,NaN,0
1117,5.600860,11.231323,19.396584,4.249911,3.869850,2.453847,1.577054,1
1118,11.777341,7.984918,NaN,NaN,NaN,NaN,NaN,0
1119,6.878843,9.919206,16.426420,5.180118,4.247885,2.584661,1.643498,1
1120,7.064425,7.798202,14.209924,5.658941,3.341789,2.253394,1.483002,1
1121,10.705093,8.406842,NaN,NaN,NaN,NaN,NaN,0
1122,6.176217,9.075606,16.462018,4.885189,3.407125,2.279416,1.494736,1
1123,8.304673,9.716958,NaN,NaN,NaN,NaN,NaN,0
1124,9.928553,8.933327,NaN,NaN,NaN,NaN,NaN,0
1125,8.552531,12.750817,NaN,NaN,NaN,NaN,NaN,0
1126,11.666374,13.208258,NaN,NaN,NaN,NaN,NaN,0
1127,4.527998,5.346911,16.564020,4.064403,1.777406,1.499785,1.185107,1
1128,7.988660,12.437837,NaN,NaN,NaN,NaN,NaN,0
1129,10.173659,13.863224,NaN,NaN,NaN,NaN,NaN,0
1130,9.814476,14.388385,NaN,NaN,NaN,NaN,NaN,0
1131,9.546167,10.531238,NaN,NaN,NaN,NaN,NaN,0
1132,8.513469,9.805354,NaN,NaN,NaN,NaN,NaN,0
1133,11.839194,6.904749,NaN,NaN,NaN,NaN,NaN,0
1134,8.540751,11.399144,NaN,NaN,NaN,NaN,NaN,0
1135,7.226821,6.935594,13.255617,5.922899,3.036900,2.126990,1.427792,1
1136,11.487196,5.999784,9.800871,8.827409,4.294196,2.600026,1.651597,1
1137,6.220671,10.756428,NaN,NaN,NaN,NaN,NaN,0
1138,8.338315,6.240517,11.663999,6.816446,3.148805,2.174364,1.448150,1
1139,5.679865,10.263440,18.331007,4.414875,3.556232,2.337469,1.521403,1
1140,7.245780,8.453425,14.642651,5.654095,3.747467,2.409323,1.555402,1
1141,7.731952,7.063803,12.900665,6.233245,3.309915,2.240567,1.477267,1
1142,8.024654,14.636243,NaN,NaN,NaN,NaN,NaN,0
1143,5.357683,14.391878,NaN,NaN,NaN,NaN,NaN,0
1144,8.810517,14.432906,NaN,NaN,NaN,NaN,NaN,0
1145,11.203809,14.306245,NaN,NaN,NaN,NaN,NaN,0
1146,7.060017,11.887358,NaN,NaN,NaN,NaN,NaN,0
1147,9.622470,6.725529,11.307253,7.489192,3.986156,2.495148,1.597563,1
1148,6.690985,6.558577,NaN,NaN,NaN,NaN,NaN,0
1149,5.931219,10.185791,17.865599,4.580853,3.696145,2.390318,1.546298,1
1150,5.454004,6.022769,14.941656,4.754397,2.140412,1.700464,1.258723,1
1151,11.055146,8.066500,NaN,NaN,NaN,NaN,NaN,0
1152,9.008315,10.819434,NaN,NaN,NaN,NaN,NaN,0
1153,9.352466,11.689080,NaN,NaN,NaN,NaN,NaN,0
1154,5.408895,14.516321,NaN,NaN,NaN,NaN,NaN,0
1155,4.825221,8.065915,NaN,NaN,NaN,NaN,NaN,0
1156,5.086500,5.004027,14.878646,4.565185,1.823467,1.526280,1.194713,1
1157,11.514318,10.402084,NaN,NaN,NaN,NaN,NaN,0
1158,5.491581,7.252189,NaN,NaN,NaN,NaN,NaN,0
1159,8.309960,8.448856,13.764643,6.274471,4.394313,2.632774,1.669081,1
1160,7.190962,6.595278,NaN,NaN,NaN,NaN,NaN,0
1161,6.328110,8.142500,15.391819,5.118596,3.124554,2.164196,1.443748,1
1162,11.133968,5.459675,9.422922,8.847064,3.709956,2.395452,1.548750,1
1163,10.017557,13.907511,NaN,NaN,NaN,NaN,NaN,0
1164,7.405497,12.159838,NaN,NaN,NaN,NaN,NaN,0
1165,6.346124,14.675443,NaN,NaN,NaN,NaN,NaN,0
1166,11.112722,12.895214,NaN,NaN,NaN,NaN,NaN,0
1167,8.371371,6.844065,12.192293,6.692869,3.480035,2.308031,1.507794,1
1168,11.557300,13.677348,NaN,NaN,NaN,NaN,NaN,0
1169,9.413602,10.222329,NaN,NaN,NaN,NaN,NaN,0
1170,8.602999,9.678390,NaN,NaN,NaN,NaN,NaN,0
1171,7.804365,5.142962,11.137243,6.688362,2.484612,1.874885,1.325208,1
1172,8.022849,7.138547,12.729296,6.403838,3.479280,2.307736,1.507659,1
1173,10.568293,14.530626,NaN,NaN,NaN,NaN,NaN,0
1174,11.160780,9.826856,NaN,NaN,NaN,NaN,NaN,0
1175,6.290343,14.501507,NaN,NaN,NaN,NaN,NaN,0
1176,5.068299,13.192773,NaN,NaN,NaN,NaN,NaN,0
1177,9.494578,12.963251,NaN,NaN,NaN,NaN,NaN,0
1178,8.787811,9.993686,NaN,NaN,NaN,NaN,NaN,0
1179,6.593458,7.919316,14.850656,5.329612,3.165080,2.181157,1.451101,1
1180,11.008284,13.468205,NaN,NaN,NaN,NaN,NaN,0
1181,6.492869,11.683164,NaN,NaN,NaN,NaN,NaN,0
1182,11.273839,12.156444,NaN,NaN,NaN,NaN,NaN,0
1183,5.035894,6.236693,15.988032,4.399902,2.077955,1.667220,1.246359,1
1184,10.958211,10.511491,NaN,NaN,NaN,NaN,NaN,0
1185,5.271703,7.492999,NaN,NaN,NaN,NaN,NaN,0
1186,10.789220,13.736940,NaN,NaN,NaN,NaN,NaN,0
1187,9.239885,9.986460,NaN,NaN,NaN,NaN,NaN,0
1188,10.932231,9.944633,NaN,NaN,NaN,NaN,NaN,0
1189,11.645281,10.529899,NaN,NaN,NaN,NaN,NaN,0
1190,8.671436,11.257388,NaN,NaN,NaN,NaN,NaN,0
1191,4.965324,8.456857,NaN,NaN,NaN,NaN,NaN,0
1192,4.687033,13.467288,NaN,NaN,NaN,NaN,NaN,0
1193,7.197615,14.614675,NaN,NaN,NaN,NaN,NaN,0
1194,10.912735,9.817932,NaN,NaN,NaN,NaN,NaN,0
1195,6.064760,7.645309,NaN,NaN,NaN,NaN,NaN,0
1196,10.122676,11.091283,NaN,NaN,NaN,NaN,NaN,0
1197,9.050627,9.642776,NaN,NaN,NaN,NaN,NaN,0
1198,5.492280,9.374086,17.815380,4.398589,3.127576,2.165466,1.444297,1
1199,9.752189,14.023031,NaN,NaN,NaN,NaN,NaN,0
1200,11.659318,9.037307,NaN,NaN,NaN,NaN,NaN,0
1201,7.978160,7.091291,12.721098,6.385909,3.434211,2.290098,1.499591,1
1202,5.408655,14.490847,NaN,NaN,NaN,NaN,NaN,0
1203,4.670653,11.396806,21.473039,3.646840,3.243805,2.213680,1.465345,1
1204,9.204434,7.838794,12.609246,6.923150,4.543663,2.680471,1.695099,1
1205,10.483033,8.783461,NaN,NaN,NaN,NaN,NaN,0
1206,11.659990,14.574716,NaN,NaN,NaN,NaN,NaN,0
1207,9.969792,7.542889,NaN,NaN,NaN,NaN,NaN,0
1208,11.358427,14.239661,NaN,NaN,NaN,NaN,NaN,0
1209,11.232588,13.238497,NaN,NaN,NaN,NaN,NaN,0
1210,10.623324,9.707611,NaN,NaN,NaN,NaN,NaN,0
1211,9.285630,10.773978,NaN,NaN,NaN,NaN,NaN,0
1212,11.589901,5.229826,9.034666,9.224224,3.697739,2.390911,1.546581,1
1213,6.807935,8.922383,15.539436,5.304562,3.714194,2.397025,1.549502,1
1214,5.141477,6.794227,NaN,NaN,NaN,NaN,NaN,0
1215,9.360921,9.349153,NaN,NaN,NaN,NaN,NaN,0
1216,9.309840,12.714505,NaN,NaN,NaN,NaN,NaN,0
1217,5.613857,7.237234,NaN,NaN,NaN,NaN,NaN,0
1218,11.029382,8.947043,NaN,NaN,NaN,NaN,NaN,0
1219,11.566162,6.103419,9.872751,8.826570,4.421655,2.641608,1.673850,1
1220,9.164556,12.187823,NaN,NaN,NaN,NaN,NaN,0
1221,11.097581,11.231173,NaN,NaN,NaN,NaN,NaN,0
1222,7.783072,10.492342,NaN,NaN,NaN,NaN,NaN,0
1223,10.663714,5.078008,9.270196,8.700247,3.276067,2.226849,1.471167,1
1224,6.594349,9.032647,15.887938,5.155213,3.635404,2.367563,1.535505,1
1225,11.509058,14.236573,NaN,NaN,NaN,NaN,NaN,0
1226,9.749567,8.779105,NaN,NaN,NaN,NaN,NaN,0
1227,8.095910,5.322081,11.041745,6.862493,2.638284,1.948269,1.354168,1
1228,5.152287,5.673752,15.269484,4.550773,1.981382,1.614794,1.227018,1
1229,5.487824,10.184223,18.582758,4.302235,3.401463,2.277175,1.493720,1
1230,7.561574,11.759685,NaN,NaN,NaN,NaN,NaN,0
1231,6.455338,8.035251,15.128407,5.219654,3.144719,2.172654,1.447409,1
1232,10.474144,7.046298,11.213590,7.860035,4.673673,2.720904,1.717691,1
1233,5.335979,5.955454,15.116914,4.668416,2.092537,1.675027,1.249255,1
1234,9.699259,7.357265,11.876147,7.336383,4.481708,2.660850,1.684315,1
1235,10.980786,9.893601,NaN,NaN,NaN,NaN,NaN,0
1236,4.814617,5.358478,15.804216,4.303836,1.839322,1.535328,1.197999,1
1237,10.309894,10.419301,NaN,NaN,NaN,NaN,NaN,0
1238,9.709632,10.581660,NaN,NaN,NaN,NaN,NaN,0
1239,11.459518,7.545862,NaN,NaN,NaN,NaN,NaN,0
1240,10.148968,8.526954,NaN,NaN,NaN,NaN,NaN,0
1241,8.217442,14.739951,NaN,NaN,NaN,NaN,NaN,0
1242,6.752544,6.960802,NaN,NaN,NaN,NaN,NaN,0
1243,7.306093,9.746647,NaN,NaN,NaN,NaN,NaN,0
1244,10.114969,9.332550,NaN,NaN,NaN,NaN,NaN,0
1245,6.714273,11.752942,NaN,NaN,NaN,NaN,NaN,0
1246,4.858285,12.801796,NaN,NaN,NaN,NaN,NaN,0
1247,6.489953,10.973076,NaN,NaN,NaN,NaN,NaN,0
1248,11.204474,14.714576,NaN,NaN,NaN,NaN,NaN,0
1249,8.244988,14.103978,NaN,NaN,NaN,NaN,NaN,0
1250,9.903740,10.605798,NaN,NaN,NaN,NaN,NaN,0
1251,8.128690,6.251464,11.834664,6.673409,3.075755,2.143571,1.434874,1
1252,5.178412,5.673456,15.212947,4.572000,1.987561,1.618187,1.228264,1
1253,8.329577,13.325616,NaN,NaN,NaN,NaN,NaN,0
1254,6.551521,14.363264,NaN,NaN,NaN,NaN,NaN,0
1255,11.968961,5.474216,9.131341,9.339612,4.042572,2.514837,1.607489,1
1256,10.076568,12.168845,NaN,NaN,NaN,NaN,NaN,0
1257,4.961202,9.653308,19.142229,4.006670,2.921077,2.076707,1.406591,1
1258,9.460673,7.444157,12.084269,7.178347,4.409873,2.637807,1.671795,1
1259,7.052122,8.076642,14.481435,5.601726,3.461580,2.300829,1.504492,1
1260,4.968484,11.501431,20.868350,3.830131,3.487899,2.311091,1.509201,1
1261,11.494344,7.665806,NaN,NaN,NaN,NaN,NaN,0
1262,8.430116,9.846689,NaN,NaN,NaN,NaN,NaN,0
1263,9.596035,9.206082,NaN,NaN,NaN,NaN,NaN,0
1264,5.073726,14.153451,NaN,NaN,NaN,NaN,NaN,0
1265,6.163561,7.312149,NaN,NaN,NaN,NaN,NaN,0
1266,7.336025,6.648079,12.888670,6.051366,2.957265,2.092557,1.413230,1
1267,6.393853,14.844766,NaN,NaN,NaN,NaN,NaN,0
1268,7.108157,5.430240,12.064764,6.112472,2.408616,1.837603,1.310738,1
1269,4.721792,12.193327,22.113726,3.608141,3.519428,2.323308,1.514834,1
1270,5.367372,10.464036,19.067367,4.193220,3.420192,2.284577,1.497079,1
1271,8.771152,5.506808,10.698928,7.294254,2.926773,2.079210,1.407637,1
1272,9.815909,5.588089,10.145243,7.969610,3.321072,2.245067,1.479275,1
1273,5.401976,9.882697,18.454026,4.280668,3.244629,2.214018,1.465494,1
1274,6.438359,9.767822,16.779258,4.947268,3.863716,2.451641,1.575971,1
1275,8.006770,11.621975,NaN,NaN,NaN,NaN,NaN,0
1276,5.564749,6.993546,NaN,NaN,NaN,NaN,NaN,0
1277,5.680284,10.325296,18.389474,4.407599,3.579749,2.346460,1.525596,1
1278,7.697641,10.333692,NaN,NaN,NaN,NaN,NaN,0
1279,7.497543,9.288293,15.218108,5.642447,4.352142,2.619057,1.661721,1
1280,10.025441,10.571158,NaN,NaN,NaN,NaN,NaN,0
1281,9.927482,10.623498,NaN,NaN,NaN,NaN,NaN,0
1282,11.895398,12.728775,NaN,NaN,NaN,NaN,NaN,0
1283,9.473879,14.446531,NaN,NaN,NaN,NaN,NaN,0
1284,11.569734,12.098992,NaN,NaN,NaN,NaN,NaN,0
